Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> go straight on down this street . <end>, <start> allez tout le long de cette rue . <end>,allez tout droit dans la rue . 
 <start> we love going on picnics . <end>, <start> nous adorons aller a des pique niques . <end>,nous aimons se debrouiller sur les cours . 
 <start> i d like to ask a few more questions . <end>, <start> j aimerais poser quelques questions supplementaires . <end>,j aimerais poser quelques questions additionnelles . 
 <start> i feel much better today . <end>, <start> je me sens beaucoup mieux aujourd hui . <end>,je me sens beaucoup mieux aujourd hui . 
 <start> that s it . i m outta here . <end>, <start> c est bon . je me casse . <end>,c est . je suis contre moi . 
 <start> his accent suggests he is a foreigner . <end>, <start> son accent laisse penser qu il est etranger . <end>,son accent laisse penser qu il est etranger . 
 <start> you re very rude . <end>, <start> vous etes fort grossieres . <end>,tu es fort grossiere . 
 <start> i was just about to call . <end>, <start> j etais sur le point d appeler le . <end>,j etais sur le point de appeler . 
 <start> who am i talking with ? <end>, <start> je parle avec qui ? <end>,avec qui parle t il ? 
 <start> i advised him to keep that promise . <end>, <start> je lui ai conseille de garder le secret . <end>,je lui ai conseille de garder cette promesse . 
 <start> we were very tired from the five hour trip . <end>, <start> nous etions tres fatiguees par le voyage de cinq heures . <end>,nous etions tres fatigues par le voyage heure . 
 <start> i can t come now . <end>, <start> je ne peux pas venir maintenant . <end>,je ne peux pas venir maintenant . 
 <start> my husband and i are both teachers . <end>, <start> mon mari et moi sommes tous les deux enseignants . <end>,mon mari et moi sommes tous deux enseignantes . 
 <start> they were punished for their crimes . <end>, <start> ils ont ete punis pour leurs crimes . <end>,elles ont ete punies pour leurs crimes . 
 <start> tom is the man of my dreams . <end>, <start> tom est l homme de mes reves . <end>,tom est l homme de mes reves . 
 <start> berries can be frozen . <end>, <start> les baies peuvent etre congelees . <end>,on peut etre gele . 
 <start> i can t believe he kissed you . <end>, <start> je n arrive pas a croire qu il vous ait embrassee . <end>,je n arrive pas a croire qu il t ait embrasse . 
 <start> can you call him ? <end>, <start> peux tu l appeler ? <end>,peux tu l appeler ? 
 <start> did i surprise you ? <end>, <start> t ai je surpris ? <end>,vous ai je surprise ? 
 <start> i don t want to be left holding the bag . <end>, <start> je n ai pas envie de me retrouver a porter le sac . <end>,je ne veux pas qu on me mette au sac . 
 <start> how did he come by this money ? <end>, <start> comment est il venu en possession de cet argent ? <end>,comment est il venu par cet argent ? 
 <start> those are mine . <end>, <start> ce sont les miens . <end>,ce sont les miennes . 
 <start> i thought about resigning from the company . <end>, <start> j ai songe a demissionner de l entreprise . <end>,j ai reflechi a demissionner de l entreprise . 
 <start> tom stole all of mary s money . <end>, <start> tom a vole tout l argent de mary . <end>,tom a vole tout l argent de mary . 
 <start> he just wants attention . <end>, <start> il veut juste attirer l attention . <end>,il veut juste attirer l attention . 
 <start> i don t think it was a mistake . <end>, <start> je ne pense pas que ce fut une erreur . <end>,je ne pense pas qu il s agissait d une erreur . 
 <start> tom is still at his grandfather s house . <end>, <start> tom est toujours chez son grand pere . <end>,tom est toujours a son grand pere . 
 <start> that s only a temporary solution . <end>, <start> c est juste une solution temporaire . <end>,ce n est qu une solution temporaire . 
 <start> never give up on your dreams . <end>, <start> ne laissez jamais tomber vos reves ! <end>,n abandonne jamais tes reves ! 
 <start> i gazed at the sea for hours . <end>, <start> j ai contemple la mer pendant des heures . <end>,j ai contemple la mer pendant des heures . 
 <start> who can blame you ? <end>, <start> qui peut te blamer ? <end>,qui peut te blamer ? 
 <start> go and wake mary up . <end>, <start> va reveiller marie . <end>,allez reveiller marie ! 
 <start> she steered our efforts in the right direction . <end>, <start> elle a dirige nos efforts dans la bonne direction . <end>,elle a dirige nos efforts dans la bonne direction . 
 <start> his obscene remarks will be expunged from the record . <end>, <start> ses remarques obscenes seront expurgees de l enregistrement . <end>,son remarques action sera sans place du resultat . 
 <start> they went their separate ways . <end>, <start> ils sont partis chacun de leur cote . <end>,ils sont alles chacun de leur cote . 
 <start> i think you know that s inappropriate . <end>, <start> je pense que tu sais que c est deplace . <end>,je pense que vous savez que c est inconvenant . 
 <start> i m sorry that i ve made you so unhappy . <end>, <start> je suis desolee de t avoir rendu si malheureux . <end>,je suis desolee d avoir fait si malheureux . 
 <start> can you prove it ? <end>, <start> peux tu le prouver ? <end>,peux tu le prouver ? 
 <start> it snowed . <end>, <start> il a neige . <end>,il a neige . 
 <start> aren t you hungry ? <end>, <start> n as tu pas faim ? <end>,n avez vous pas faim ? 
 <start> the job was really tough . <end>, <start> le boulot etait vraiment dur . <end>,le travail etait vraiment dur . 
 <start> we got separated . <end>, <start> nous avons ete separees . <end>,nous avons ete separees . 
 <start> i actually don t know . <end>," <start> en realite , je l ignore . <end>","en realite , je ne sais pas . "
 <start> i d like to say a few words . <end>, <start> j aimerais dire quelques mots . <end>,j aimerais dire quelques mots . 
 <start> i couldn t tell her from sister . <end>, <start> je ne pouvais la distinguer de sa s ur . <end>,je ne pouvais la distinguer de sa s ur . 
 <start> we have to crack down on illegal trading . <end>, <start> il faut sevir face au commerce illegal . <end>,nous devons abattre la cinquieme taxe . 
 <start> tom started singing . <end>, <start> tom a commence a chanter . <end>,tom se mit a chanter . 
 <start> we must water the flower . <end>, <start> nous devons arroser la fleur . <end>,nous devons arroser la pendule . 
 <start> i visited my father s grave . <end>, <start> je suis alle sur la tombe de mon pere . <end>,j ai visite la tombe de mon pere . 
 <start> i live in a rural area . <end>, <start> je vis dans une zone rurale . <end>,je vis dans une zone rurale . 
 <start> who would you like to speak to ? <end>, <start> avec qui aimeriez vous vous entretenir ? <end>,qui aimerais tu parler ? 
 <start> i remember giving tom some money . <end>, <start> je me souviens avoir donne de l argent a tom . <end>,je me souviens avoir donne de l argent a tom . 
 <start> you ve been warned . <end>, <start> on vous a prevenus . <end>,vous avez ete prevenu . 
 <start> don t call anybody . <end>, <start> n appelez personne ! <end>,n appelle personne ! 
 <start> do you smoke ? <end>, <start> est ce que tu fumes ? <end>,fumes tu ? 
" <start> i tried to solve the problem , but i couldn t . <end>"," <start> j ai essaye de resoudre ce probleme , mais je n ai pas pu . <end>",j ai essaye de resoudre le probleme mais je ne pus . 
 <start> are you willing to make a deal ? <end>, <start> etes vous decidee a faire affaire ? <end>,es tu decidee a faire affaire ? 
 <start> she went there last summer . <end>, <start> elle y est allee l ete dernier . <end>,elle y est allee l ete dernier . 
 <start> they let me go . <end>, <start> ils m ont laissee m en aller . <end>,ils m ont laisse m en aller . 
 <start> he didn t keep his word . <end>, <start> il n a pas tenu sa parole . <end>,il n a pas tenu sa parole . 
 <start> her red dress made her stand out . <end>, <start> sa robe rouge la distingua . <end>,sa robe rouge la distingua . 
 <start> trust me on that . <end>, <start> crois en moi ! <end>,croyez en moi ! 
 <start> don t count on it . <end>, <start> ne compte pas dessus . <end>,ne comptez pas sur ca . 
 <start> let me pay for it . <end>, <start> laisse moi le payer . <end>,laissez moi payer . 
 <start> we spent a lot of time with them . <end>, <start> nous avons passe beaucoup de temps avec eux . <end>,nous avons passe beaucoup de temps avec eux . 
 <start> it rained for hours and hours . <end>, <start> il a plu pendant des heures . <end>,il a plu pendant des heures . 
 <start> why don t you love me ? <end>, <start> et si tu m aimais ? <end>,pourquoi ne m aimes tu pas ? 
 <start> come into my arms . <end>, <start> viens dans mes bras . <end>,entre mes bras . 
 <start> what s your real name ? <end>, <start> quel est ton veritable nom ? <end>,quel est ton vrai nom ? 
 <start> did you have fun last night ? <end>, <start> vous etes vous amusees la nuit passee ? <end>,t es tu amuse la nuit passee ? 
" <start> wherever you go , you ll be welcomed . <end>"," <start> ou que vous alliez , vous serez bienvenues . <end>","ou que vous alliez , vous serez bienvenues . "
 <start> i like math best . <end>, <start> ce sont les maths que je prefere . <end>,j aime les maths . 
 <start> do you speak french ? <end>, <start> parlez vous francais ? <end>,parles tu francais ? 
 <start> i like your techno dance moves . <end>, <start> j aime tes mouvements de danse techno . <end>,j aime tes mouvements de danse techno . 
 <start> i wish my father had lived longer . <end>, <start> j aurais aime que mon pere vive plus longtemps . <end>,si seulement mon pere vit plus longtemps . 
 <start> she was kind enough to accompany me to the station . <end>, <start> elle a eu la gentillesse de m accompagner a la gare . <end>,elle fut assez gentille pour m y prendre a la gare . 
 <start> she spends her leisure time making dolls . <end>, <start> elle passe son temps de loisirs a faire des poupees . <end>,elle passe son temps de loisirs a faire des poupees . 
 <start> i just don t know what to do anymore . <end>, <start> je ne sais simplement plus quoi faire . <end>,je ne sais simplement plus quoi faire . 
 <start> he said it as a joke . <end>, <start> il le disait pour blaguer . <end>,il l a dit comme une blague . 
 <start> was it a hard decision ? <end>, <start> etait ce une decision difficile ? <end>,etait ce une decision difficile ? 
 <start> i don t want to handle it . <end>, <start> je ne veux pas m en charger . <end>,je ne veux pas le gerer . 
 <start> he did the best he could . <end>, <start> il fit du mieux qu il pouvait . <end>,il a fait de son mieux . 
 <start> he threw everything out of the boat . <end>, <start> il jeta tout hors du bateau . <end>,il jeta tout hors de bord du bateau . 
 <start> i have not seen him in months . <end>, <start> ca fait des mois que je ne l ai pas vu . <end>,je ne l ai pas vue depuis des mois . 
 <start> they are watching a movie . <end>, <start> ils regardent un film . <end>,ils regardent un film . 
 <start> you re surrounded . <end>, <start> vous etes cernees . <end>,tu es cernee . 
 <start> she hates fish and never eats any . <end>, <start> elle a horreur du poisson et n en mange jamais . <end>,elle a horreur du poisson et n en mange jamais . 
 <start> we just have to get out of here . <end>, <start> il nous suffit de sortir d ici . <end>,il nous faut juste sortir d ici . 
 <start> hold the box with both hands . <end>, <start> tiens la caisse des deux mains . <end>,tiens la caisse des deux mains . 
 <start> i m not against people owning guns . <end>, <start> je ne suis pas opposee a ce que les gens possedent des armes . <end>,je ne suis pas opposee a ce que les gens possedent des armes . 
 <start> are you vegetarian ? <end>, <start> es tu vegetarien ? <end>,etes vous vegetarienne ? 
 <start> i want this suit cleaned . <end>, <start> je voudrais faire nettoyer ce costume . <end>,je veux que ce costume soit montre . 
 <start> i hate goat cheese . <end>, <start> je deteste le fromage de chevre . <end>,je deteste le fromage de chevre . 
 <start> i ve tried . <end>, <start> j ai tente . <end>,j ai essaye . 
 <start> i know they ll all want to help you . <end>, <start> je sais qu ils voudront tous t aider . <end>,je sais qu ils voudront tous vous aider . 
 <start> you re the nicest girlfriend i ever had . <end>, <start> tu es la plus chouette petite amie que j ai jamais eue . <end>,tu es la plus chouette amie que j ai jamais eue . 
 <start> does he have a dog ? <end>, <start> a t il un chien ? <end>,a t il un chien ? 
 <start> i m all by myself . <end>, <start> je suis tout seul . <end>,je suis tout seul . 
 <start> i am ready . <end>, <start> je suis pret . <end>,je suis pret . 
 <start> most accidents happen in the neighborhood . <end>, <start> la plupart des accidents ont lieu dans le voisinage . <end>,la plupart des accidents surviennent dans le voisinage . 
 <start> he is selfish and greedy . <end>, <start> il est egoiste et cupide . <end>,il est egoiste et cupide . 
 <start> this pen belongs to me . <end>, <start> ce stylo m appartient . <end>,ce stylo m appartient . 
 <start> do you have a mobile phone ? <end>, <start> as tu un portable ? <end>,avez vous un telephone mobile ? 
 <start> he stopped talking . <end>, <start> il s est arrete de parler . <end>,il cessa de parler . 
 <start> the teacher began to ask us questions . <end>, <start> la professeure s est mise a nous poser des questions . <end>,le professeur se mit a nous poser des questions . 
 <start> everything seems to be in order . <end>, <start> tout semble etre en ordre . <end>,tout semble etre en ordre . 
 <start> i can t believe your mom let you go . <end>, <start> je n arrive pas a croire que ta mere t aie laisse partir . <end>,je n arrive pas a croire que votre mere t aie laissee y aller . 
 <start> he is looking for a job . <end>, <start> il est a la recherche d un emploi . <end>,il cherche du travail . 
 <start> i think i did well . <end>, <start> je pense m en etre bien sorti . <end>,je pense m en etre bien sortie . 
 <start> why don t you tell me why you think it happened ? <end>, <start> pourquoi ne me dites vous pas pourquoi vous pensez que c est arrive ? <end>,pourquoi ne me dis tu pas pourquoi tu penses que c est arrive ? 
 <start> i wish you did not have so many problems . <end>, <start> je regrette que tu aies autant d ennuis . <end>,j aurais aime que vous ayez autant de problemes . 
 <start> we re married to each other . <end>, <start> nous sommes maries . <end>,nous sommes maries . 
 <start> he s in grave danger . <end>, <start> il est en danger grave . <end>,il est en danger grave . 
 <start> think about what you want . <end>, <start> reflechissez a ce que vous voulez . <end>,reflechis a ce que tu veux ! 
 <start> i ve seen a lot of him recently . <end>, <start> je l ai vu souvent ces derniers temps . <end>,je l ai vu abondamment . 
 <start> you re a hundred percent right . <end>, <start> vous avez raison a cent pour cent . <end>,tu as raison a cent pour cent . 
 <start> how old is the oldest person you know ? <end>, <start> quel age a la plus vieille personne que tu connais ? <end>,quel age a t il la plus vieille personne que tu connais ? 
 <start> tom sat on a stool in the corner . <end>, <start> tom s assit sur un tabouret dans un coin . <end>,tom s assit sur un trou dans le coin . 
 <start> that girl looks boyish . <end>, <start> cette fille a l air d un garcon . <end>,cette fille ressemble a un garcon . 
 <start> come with us . <end>, <start> venez avec nous . <end>,venez avec nous . 
 <start> marriage changes people . <end>, <start> le mariage change les gens . <end>,le president comprend des gens . 
 <start> italy invaded ethiopia in . <end>, <start> l italie a envahi l ethiopie en mille neuf cent trente cinq . <end>,l italie envahit l ethiopie en mille neuf cent trente cinq . 
" <start> today , i went to the doctor s . <end>"," <start> aujourd hui , j ai ete voir le toubib . <end>",aujourd hui j ai ete voir le medecin . 
 <start> she wouldn t go for a walk with him . <end>, <start> elle ne voulait pas aller se promener avec lui . <end>,elle ne voulait pas se promener avec lui . 
 <start> i can t sing . <end>, <start> je ne sais pas chanter . <end>,je ne peux pas chanter . 
 <start> i d like to ask you something . <end>, <start> je voudrais te demander quelque chose . <end>,j aimerais te demander quelque chose . 
 <start> i m willing to go anywhere you go . <end>, <start> je suis partant pour aller ou que tu ailles . <end>,je suis dispose a me rendre ou que vous alliez . 
 <start> you can come if you want to . <end>, <start> vous pouvez venir si vous voulez . <end>,"tu peux venir , si tu veux . "
 <start> that s an awful idea . <end>, <start> c est une idee terrible . <end>,c est une idee atroce . 
 <start> why did they hire you ? <end>, <start> pourquoi vous ont ils recrutees ? <end>,pourquoi vous ont ils recrutee ? 
 <start> i want to hear from you . <end>, <start> je veux entendre de vos nouvelles . <end>,je veux entendre de toi . 
 <start> get out of my office . <end>, <start> sortez de mon bureau ! <end>,sortez de mon bureau ! 
 <start> it s too bad you can t stay a little longer . <end>, <start> c est dommage que vous ne puissiez pas rester un peu plus lontemps <end>,c est dommage que tu ne puisses pas rester un peu plus longtemps . 
 <start> what do you spend most of your time doing ? <end>," <start> que fais tu , la plupart du temps ? <end>",a quoi passes tu la plupart de ton temps ? 
 <start> i think you need a lawyer . <end>, <start> je pense que vous avez besoin d un avocat . <end>,je pense que vous avez besoin d un avocat . 
 <start> we need to make a slight detour . <end>, <start> il nous faut faire un leger detour . <end>,nous avons besoin de faire un leger detour . 
 <start> i didn t have to go . <end>, <start> il ne me fallait pas y aller . <end>,je n etais pas oblige d y aller . 
 <start> come with me . <end>, <start> viens avec moi . <end>,venez avec moi . 
 <start> do you agree with this ? <end>, <start> es tu d accord avec ceci ? <end>,etes vous d accord avec ceci ? 
 <start> the meaning of this sentence is obscure . <end>, <start> le sens de cette phrase est obscur . <end>,le sens de cette phrase est obscur . 
 <start> give me thirty seconds . <end>, <start> donnez moi trente secondes . <end>,donnez moi trente secondes . 
 <start> tom followed me to the garage . <end>, <start> tom me suivit au garage . <end>,tom m a suivi au garage . 
 <start> are you really not going ? <end>, <start> n y allez vous vraiment pas ? <end>,ne vas tu vraiment pas ? 
 <start> would you mind if i left early ? <end>, <start> verrais tu un inconvenient a ce que je parte tot ? <end>,verriez vous un inconvenient a ce que je parte tot ? 
 <start> how tall you are ! <end>, <start> qu est ce que tu es grand ! <end>,comme tu es grand ! 
 <start> tom is a bit small for his age . <end>, <start> tom est legerement petit pour son age . <end>,tom est un peu plus petit pour son age . 
 <start> we ll miss you . <end>, <start> tu nous manqueras . <end>,nous nous manqueras . 
 <start> that s very kind of you to say that . <end>, <start> c est tres aimable a toi de dire cela . <end>,c est tres gentil de ta part de dire ca . 
 <start> i guess i ve gotten lazy . <end>, <start> je suppose que je suis devenue faineante . <end>,je suppose que je suis faineant . 
 <start> i recommend it highly . <end>, <start> je le recommande vivement . <end>,je le recommande vivement . 
" <start> she s at work , isn t she ? <end>"," <start> elle est au travail , n est ce pas ? <end>","elle est au travail , n est ce pas ? "
 <start> my girlfriend was crying . <end>, <start> ma petite amie pleurait . <end>,ma petite amie pleurait . 
 <start> japanese industry has made great advances since the war . <end>, <start> l industrie japonaise a accompli de grands progres depuis la guerre . <end>,l industrie japonaise a accompli de grands progres depuis la guerre . 
 <start> this is where i draw the line . <end>, <start> c est la ma limite . <end>,c est la que je commets la ligne . 
 <start> i don t want you touching my stuff . <end>, <start> je ne veux pas que tu touches a mes trucs . <end>,je ne veux pas que vous touchiez a mes trucs . 
 <start> i want to write a letter . <end>, <start> je veux ecrire une lettre . <end>,je veux ecrire une lettre . 
" <start> if you wouldn t mind , i could use a hand . <end>"," <start> si ca ne vous derange pas , j aurais besoin d un coup de main . <end>","si ca ne te derange pas , je pourrais utiliser un coup de main . "
 <start> you re very clever . <end>, <start> vous etes fort ingenieuses . <end>,tu es fort habile . 
 <start> i see the boy . <end>, <start> je vois le garcon . <end>,je vois le garcon . 
 <start> i didn t really think it would happen . <end>, <start> je n ai pas vraiment pense que ca arriverait . <end>,je n ai pas vraiment pense que ca arriverait . 
 <start> write down each word . <end>, <start> ecris chaque mot ! <end>,ecrivez chaque mot ! 
 <start> think about it tonight . <end>, <start> pensez y ce soir . <end>,penses y ce soir . 
 <start> who knows what he ll accomplish if given the chance ? <end>, <start> qui sait ce qu il accomplira si une chance lui est donnee ? <end>,qui sait ce qu il accomplira si une chance lui serait accordee ? 
 <start> japan surpasses china in economic power . <end>, <start> le japon depasse la chine en terme de puissance economique . <end>,le japon depasse la chine en terme de puissance economique . 
 <start> i was able to succeed because of your advice . <end>, <start> je fus capable de reussir grace a ton conseil . <end>,j ai ete capable de reussir grace a votre conseil . 
 <start> what ve you been doing today ? <end>, <start> qu avez vous fait aujourd hui ? <end>,qu avez vous fait aujourd hui ? 
 <start> i don t spend much time at home . <end>, <start> je ne passe pas beaucoup de temps chez moi . <end>,je ne passe pas beaucoup de temps a la maison . 
 <start> get out of the car . <end>, <start> sors de la voiture ! <end>,sortez de la voiture ! 
 <start> they tried to cheer me up . <end>, <start> elles ont essaye de me remonter le moral . <end>,ils essayerent de me remonter . 
 <start> he told me that i should be more careful . <end>, <start> il m a dit que je devrais faire plus attention . <end>,il m a dit que je devrais etre plus prudent . 
 <start> i didn t consider the subject seriously . <end>, <start> je n ai pas serieusement pense au sujet . <end>,je n ai pas vu le sujet serieusement . 
 <start> i only think of you . <end>, <start> je ne pense qu a toi . <end>,je ne pense qu a toi . 
 <start> where did you go for spring break ? <end>, <start> ou es tu allee pour les conges de printemps ? <end>,ou etes vous alle pour les conges de printemps ? 
 <start> you hurt my feelings . <end>, <start> vous blessez mes sentiments . <end>,vous blessez mes sentiments . 
 <start> i was hoping you d be here today . <end>, <start> j esperais que tu serais ici aujourd hui . <end>,j esperais que tu serais ici aujourd hui . 
 <start> could you help me do this ? <end>, <start> pourriez vous m aider a faire ceci ? <end>,pourriez vous m aider a faire ceci ? 
 <start> i couldn t figure out how to open the door . <end>, <start> je ne suis pas parvenu a trouver comment ouvrir la porte . <end>,je ne parviendrais a comprendre comment ouvrir la porte . 
 <start> the cold weather extended into april . <end>, <start> le temps froid se prolongea jusqu en avril . <end>,le temps froid se prolongea jusqu en avril . 
 <start> something is making the door stick . <end>, <start> quelque chose fait adherer la porte . <end>,quelque chose fait adherer la porte . 
 <start> she greets him every morning as he enters the school building . <end>, <start> elle le salue tous les matins lorsqu il penetre dans le batiment de l ecole . <end>,elle le salue tous les matins lorsqu il penetre dans le batiment de l ecole . 
 <start> you speak fluent english . <end>, <start> tu parles l anglais couramment . <end>,vous parlez l anglais couramment . 
 <start> he earns his living by playing the piano . <end>, <start> il gagne sa vie en jouant du piano . <end>,il gagne sa vie en jouant du piano . 
 <start> is anyone looking ? <end>, <start> qui que ce soit est il en train de regarder ? <end>,qui que ce soit est il en train ? 
 <start> how much did tom have to pay for parking ? <end>, <start> combien tom a t il du payer pour stationner sur le parking ? <end>,combien tom a t il du payer pour stationner sur le parking ? 
 <start> i need to know who you are . <end>, <start> je dois savoir qui vous etes . <end>,il me faut savoir qui vous etes . 
 <start> isn t that what you said ? <end>, <start> n est ce pas ce que vous avez dit ? <end>,n est ce pas ce que vous avez dit ? 
 <start> get us out of here . <end>, <start> sors nous de la . <end>,sortez nous d ici ! 
 <start> are you sure that you want to go there ? <end>, <start> etes vous sur de vouloir vous y rendre ? <end>,es tu sure de vouloir y aller ? 
 <start> i never for a moment imagined that my blog would become so popular . <end>, <start> je n ai jamais imagine un moment que mon journal en ligne deviendrait si populaire . <end>,je n ai jamais imagine un instant que mon neveu etre aussi populaire . 
 <start> he worked hard to promote peace . <end>, <start> il travailla dur a promouvoir la paix . <end>,il travailla dur a promouvoir la paix . 
 <start> you ve won ! <end>, <start> tu as gagne ! <end>,vous avez gagne ! 
 <start> it s dark in here . do you have a flashlight ? <end>, <start> il fait sombre la dedans . as tu une lampe torche ? <end>,il fait sombre la dedans . disposez vous d une lampe torche ? 
 <start> she looked pleased with her new ring . <end>, <start> elle a l air contente de sa nouvelle bague . <end>,elle a l air content de son nouveau coup . 
 <start> take your hands out of your pockets . <end>, <start> sors les mains de tes poches ! <end>,sortez les mains de vos poches ! 
 <start> she has an important role in our organization . <end>, <start> elle joue un role important au sein de notre organisation . <end>,elle a un role important au sein de notre organisation . 
 <start> god sent a sign . <end>, <start> dieu envoya un ecriteau . <end>,dieu a envoye un ecriteau . 
 <start> i don t understand what tom told us . <end>, <start> je ne comprends pas ce que tom nous a dit . <end>,je ne comprends pas ce que tom nous a dit . 
 <start> i knit every day . <end>, <start> je tricote tous les jours . <end>,je tricote tous les jours . 
 <start> i intend to stay in nagoya for three days . <end>, <start> j ai l intention de rester a nagoya pendant jours . <end>,j ai l intention de rester a nagoya pendant trois jours . 
 <start> you should know it . <end>, <start> tu devrais le savoir . <end>,tu devrais le savoir . 
 <start> he s old enough to be her father . <end>, <start> il est assez vieux pour etre son pere . <end>,il est assez age pour etre son pere . 
 <start> i m looking for another job . <end>, <start> je suis a la recherche d un autre boulot . <end>,je cherche un autre poste . 
 <start> i ll guide you . <end>, <start> je te guiderai . <end>,je te guiderai . 
 <start> the samurai decapitated his opponent in one fell swoop . <end>, <start> le samourai decapita son adversaire d un seul coup d un seul . <end>,le samourai decapita son adversaire d un seul coup d un seul . 
 <start> i listened to her story . <end>, <start> j ai ecoute son histoire . <end>,j ai ecoute son histoire . 
 <start> i have just eaten lunch . <end>, <start> je viens juste de finir de dejeuner . <end>,je viens de dejeuner . 
 <start> the birds were hungry . <end>, <start> les oiseaux avaient faim . <end>,les oiseaux avaient faim . 
 <start> they know things these people want to know . <end>, <start> ils savent des choses que ces gens veulent savoir . <end>,ils veulent des choses que ces gens veulent savoir . 
 <start> tom doesn t know where mary wants to live . <end>, <start> tom ne sait pas ou marie veut vivre . <end>,tom ne sait pas ou marie veut vivre . 
" <start> personally , i think you re right . <end>"," <start> personnellement , je pense que vous avez raison . <end>","personnellement , je pense que tu as raison . "
 <start> numbers that can be expressed as fractions of two whole numbers are called rational numbers . <end>, <start> on dit rationnel un nombre qui s exprime en tant que fraction de deux entiers relatifs . <end>,les revolutions qui peuvent etre detestent comme des deux derniers exemplaires . 
 <start> he defeated his enemy . <end>, <start> il a vaincu son ennemi . <end>,il a vaincu son ennemi . 
 <start> the workers came to ask about their pay raises . <end>, <start> les ouvriers sont venus s enquerir de leurs augmentations de salaires . <end>,les ouvriers se sont rendu vers leur salaire eleve . 
 <start> can i borrow cash with this card ? <end>, <start> puis je emprunter du liquide avec cette carte ? <end>,puis je emprunter du liquide avec cette carte ? 
 <start> we were in the living room when we heard the gunshot . <end>, <start> nous nous trouvions dans le salon lorsque nous avons entendu le coup de feu . <end>,nous etions dans le salon lorsque nous avons entendu la detonation . 
" <start> he was deaf , too . <end>", <start> il etait aussi sourd . <end>,il etait aussi sourd . 
 <start> who forced you to do that ? <end>, <start> qui vous a forcees a faire cela ? <end>,qui vous a forcees a faire ca ? 
 <start> i don t see how this changes anything . <end>, <start> je ne vois pas comment ca change quoi que ce soit . <end>,je ne vois pas comment ca change quoi que ce soit . 
 <start> water conducts electricity . <end>, <start> l eau est conductrice d electricite . <end>,l eau est conductrice d electricite . 
 <start> that s a beautiful dress . <end>, <start> c est une belle robe . <end>,c est une belle robe . 
 <start> are you quite certain about it ? <end>, <start> en etes vous tout a fait certaine ? <end>,en es tu tout a fait certain ? 
 <start> tom doesn t yet know whether he can go or not . <end>, <start> tom ne sait pas encore s il peut y aller ou non . <end>,tom ne sait pas encore s il peut aller ou pas . 
 <start> my father has been doing this job for twenty years . <end>, <start> mon pere fait ce travail depuis vingt ans . <end>,mon pere fait ce travail depuis vingt ans . 
 <start> i can t control what happens . <end>, <start> je ne peux pas controler ce qui se passe . <end>,je n arrive pas a controler ce qui se produit . 
 <start> tom thought he was going to die . <end>, <start> tom pensait qu il allait mourir . <end>,tom pensait qu il allait mourir . 
 <start> a nap would be good . <end>, <start> une sieste ferait du bien . <end>,une sieste ferait du bien . 
 <start> there was a cherry tree growing in the garden . <end>, <start> un cerisier poussait dans le jardin . <end>,il y avait un grand arbre qui rentrer dans le jardin . 
 <start> i had a crush on you when we were in high school . <end>, <start> j etais entichee de toi lorsque nous etions au lycee . <end>,j etais entiche de toi lorsque nous etions au lycee . 
 <start> that s the last thing i remember . <end>, <start> c est la derniere chose dont je me souviens . <end>,c est la derniere chose que je me souvienne . 
 <start> we grow wheat here . <end>, <start> nous faisons pousser du ble ici . <end>,nous faisons pousser du ble ici . 
 <start> it s not the sort of illness that puts your life at risk . <end>, <start> ce n est pas le genre de maladie qui met votre vie en peril . <end>,ce n est pas le genre de maladie qui met ta vie en vert . 
 <start> do you really think tom is drunk ? <end>, <start> croyez vous vraiment que tom est ivre ? <end>,croyez vous vraiment que tom est ivre ? 
 <start> you re not welcome here . <end>, <start> vous n etes pas les bienvenues ici . <end>,tu n es pas le bienvenu ici . 
" <start> when she heard the news , she broke down crying . <end>"," <start> quand elle a entendu la nouvelle , elle a eclate en sanglots . <end>","lorsqu elle a entendu les nouvelles , elle a eclate en sanglots . "
 <start> i need to borrow your car . <end>, <start> il me faut emprunter votre voiture . <end>,il me faut emprunter votre voiture . 
 <start> what do you need ? <end>, <start> de quoi avez vous besoin ? <end>,qu avez vous besoin de besoin ? 
 <start> lincoln died in . <end>, <start> lincoln est mort en . <end>,lincoln est mort en . 
 <start> you can see how much difference a few degrees can make . <end>, <start> vous pouvez voir quelle difference quelques degres font . <end>,tu peux voir combien de quelques degres peut nous rendre . 
 <start> yesterday he came back late . <end>, <start> il est rentre tard hier . <end>,hier il est rentre tard . 
 <start> my heart s aching . <end>, <start> mon c ur est douloureux . <end>,mon c ur me fait mal . 
" <start> between us , he is a little foolish . <end>"," <start> entre nous , il est un peu fou . <end>","entre nous , il est un peu derange . "
 <start> he has a bicycle . <end>, <start> il a un velo . <end>,il a un velo . 
 <start> i agree with your interpretation to a large extent . <end>," <start> je suis d accord avec votre interpretation , dans une large mesure . <end>",je suis d accord avec votre interpretation . 
 <start> when were you born ? <end>, <start> quand etes vous ne ? <end>,quand etes vous nees ? 
 <start> the apple tree has a beautiful blossom . <end>, <start> les pommiers ont de magnifiques fleurs . <end>,les pommiers ont de magnifiques fleurs . 
 <start> that s my cat . <end>, <start> il s agit de mon chat . <end>,c est ma chatte . 
