Phrase_a_traduire,Phrase_traduite,Sortie_modele
tom knew mary would arrive late,tom savait que mary arriverait en retard,tom savait que mary viendrait en retard
i take a bath every day,je prends un bain chaque jour,je prends un bain tous les jours
winter is coming soon,l'hiver arrive bientôt,l'hiver arrive bientôt
i think you're right,je pense que tu as raison,je pense que vous avez raison
that applies to tom too,cela s'applique aussi à tom,cela s'applique aussi à tom
they smiled at one another,ils se sourirent l'un à l'autre,ils se sont en train de leur chercher un autre
i have no one to talk to,je n'ai personne à qui parler,je n'ai personne à qui parler
i'm not sure that you're ready,je ne suis pas sûre que tu sois prête,je ne suis pas sûre que vous soyez prête
she didn't answer,elle ne répondit pas,elle n'a pas répondu
tom's dog left muddy paw prints all over his new carpet,le chien de tom a laissé des empreintes boueuses de pattes sur toute sa nouvelle moquette,le chien de tom a laissé des coups de feu à travers son nouveau tapis
i remember everything,je me souviens de tout,je me souviens tout
i like it so much,je l'aime tant,je l'aime tellement
i didn't know she was married,j'ignorais qu'elle fut mariée,je ne savais pas qu'elle était marié
tom doesn't get along with the man who lives next door,tom ne s'entend pas avec l'homme qui vit à côté,tom ne se lève pas avec l'homme qui vit à la porte
we were all drenched with perspiration,nous étions tous en nage,nous étions tous d'accord avec un parti
you shouldn't smoke so much,vous ne devriez pas fumer autant,vous ne devriez pas fumer autant
they're cold,elles sont froides,ils ont froid
tom promised to take me fishing,tom a promis de m'emmener pêcher,tom promit de me rendre pêcher
everything here is mine,tout ce qu'il y a là est à moi,tout est ici tout le mien
his car is a ford,sa voiture est une ford,sa voiture est une inspiration
i think it's time to begin,je pense qu'il est l'heure de commencer,je pense qu'il est temps de commencer
aren't you surprised to see me here,n'êtes vous pas surpris de me voir ici ,n'es tu pas surpris de me voir ici
how was your holiday,comment se sont passées tes vacances,comment s'est passé tes vacances
our eyes take time to adjust to the darkness,nos yeux prennent du temps pour s'adapter au noir,nos yeux vont prendre du temps pour attraper noir
we're not done playing yet,nous n'avons pas encore fini de jouer,nous ne faisons pas encore jouer
i want you to stay with me,je veux que tu restes avec moi,je veux que vous restiez avec moi
what have we done,qu'avons nous fait,que avons nous fait
i have nothing,je n'ai rien,je n'ai rien
give me another chance,donnez moi une autre chance,donne moi une autre chance
tom gave me a bicycle,tom m'a donné un vélo,tom m'a donné un vélo
she is sitting on the bench,elle est assise sur un banc,elle est assis sur le banc
i would think you have other things to keep you busy,j'imagine que d'autres choses te tiennent occupée,je pense que vous avez d'autres choses pour vous garder
i grew up near a river,j'ai grandi près d'une rivière,j'ai grandi près d'une rivière
let's work,travaillons,travaillons
she was on the point of leaving,elle était sur le point de partir,elle était sur le point de partir
i don't want anybody writing about me,je ne veux pas que quiconque écrive à mon propos,je ne veux pas que quiconque me passe
take anything you want,prenez ce que vous voulez,prends tout ce que tu veux
the fire is spreading,le feu s'étend,le feu est en train de se préparer
are you blackmailing me,me faites vous du chantage,me fais tu du compte
it was a dry year and many animals starved,c'était une année de sécheresse et de nombreux animaux furent affamés,c'était une année et de nombreuses animaux et de nombreux animaux de faim
don't back away,ne cède pas,ne reviens pas
he fell in love with her,il est tombé amoureux d'elle,il est tombé amoureux d'elle
she practices the piano in the afternoon or in the evening,elle joue du piano l'après midi ou en soirée,elle tient du piano à l'après midi ou à la soirée
he is very angry,il est très en colère,il est très en colère
i'm not sure what it was but it sounded like a gunshot,je ne suis pas sûre de ce dont il s'agissait mais cela fit le bruit d'une détonation,je ne suis pas sûre de ce que c'était mais ça a fait un coup de feu
the bookstore is open,la librairie est ouverte,la librairie est ouverte
are you going to eat those eggs,allez vous manger ces œufs,allez vous manger ces œufs
you must keep your hands clean,tu dois garder les mains propres,vous devez garder les mains propres
you know why i left,vous savez pourquoi je suis partie,tu sais pourquoi j'ai laissé tomber
bite your tongue,mordez vous la langue,remettez ta langue
i am not on call tomorrow,je ne suis pas de garde demain,je ne suis pas en train de appeler demain
tom has lost both of his parents,tom a perdu ses deux parents,tom a perdu tous les deux parents
it's impossible to change it now,il est impossible de la changer maintenant,il est impossible de le changer maintenant
there's no wind today,il n'y a pas de vent aujourd'hui,il n'y a pas de vent aujourd'hui
try as hard as you can,essaie de toutes tes forces ,essaie de plus dur que vous pouvez
i am through with my work,j'en ai fini avec mon travail,je suis fini avec mon travail
why don't you meet me out front in a few minutes,et si tu me retrouvais devant à l'extérieur dans quelques minutes,pourquoi ne me rencontres tu pas avant quelques minutes
she's asking how that's possible,elle demande comment c’est possible,elle demande comment c'est possible
i didn't really want to do that,je ne voulais pas vraiment faire cela,je ne voulais pas vraiment faire ça
i thought you'd be older,je pensais que vous seriez plus vieilles,je pensais que vous seriez plus vieux
the house by the lake is mine,la maison au bord du lac m'appartient,la maison du lac est à moi
i want to talk to you about last night,je veux te parler d'hier soir,je veux vous parler de la nuit dernière
i use google almost every day,j'utilise google presque quotidiennement,je suis en train de faire presque tous les jours
he liked that,il l'a apprécié,il a apprécié cela
christmas is soon,noël approche,noël est bientôt
i like that purple shirt,j'aime cette chemise violette,j'aime cette chemise
i don't know what i'm supposed to do,j'ignore ce que je suis supposé savoir,j'ignore ce que je suis censé faire
will you sing some english songs for us,nous chanteras tu des chansons anglaises,voulez vous des chansons anglais pour nous
french isn't difficult to learn,le français n'est pas difficile à apprendre,le français n'est pas difficile d'apprendre
i advise you to be punctual,je vous conseille d'être ponctuel,je te conseille d'être ponctuelle
i don't believe in aliens,je ne crois pas aux extra terrestres,je ne crois pas aux autres
i promised myself i wouldn't do this again,je me promis de ne plus le faire,je me suis promis de ne plus le refaire
it seems that everybody likes golf,il semble que tout le monde aime le golf,il semble que tout le monde aime le golf
i don't know how old i am,j'ignore mon âge,j'ignore combien je suis
he has a few friends,il a quelques amis,il a quelques amis
you seem really busy this morning,tu as l'air très occupée ce matin,vous semblez très occupé ce matin
i found a solution,j'ai trouvé une solution,j'ai trouvé une solution
it's all settled,c'est tout réglé,tout est vendu
he has too much pride,il a trop de fierté,il a trop de fierté
mary is my mother,mary est ma mère,mary est ma mère
is your school far from here,ton école est elle éloignée d'ici ,est ce que votre école est loin
the bucket is full of water,le seau est rempli d'eau,le seau est plein d'eau
he was elected mayor again,il a été réélu maire,il a été élu maire
tom allowed his dog to run free,tom autorisa son chien à courir librement,tom a autorisée à courir pour courir
wash your hands before you handle the food,lave toi les mains avant de toucher la nourriture,lavez vous les mains avant de vous traverser la nourriture
i must protest,je dois soulever une protestation,il me faut la mettre de la pause
suni is playing,suni est en train de jouer,la recherche est en train de jouer
tom doesn't know a lot about animals,tom ne sait pas grand chose sur les animaux,tom ne sait pas beaucoup sur les animaux
have you chosen a topic,as tu choisi un thème ,as tu choisi un sujet
these boxes are heavy,ces caisses sont lourdes,ces boîtes sont forts
we competed with each other for the prize,nous nous disputâmes le prix,nous nous sommes rencontrées l'un du prix
is the sun up yet,le soleil est il déjà levé ,est ce que le soleil est il encore
were there any witnesses,y avait il le moindre témoin,y avait il un coup de feu
did i miss something,ai je manqué quelque chose,ai je manqué quelque chose
thanks you're welcome,« merci » « pas de quoi »,merci de la bienvenue
she's had a hard life,elle a eu une vie difficile,elle a eu une vie difficile
someone has brought us some grapes,quelqu'un nous a apporté des raisins,quelqu'un nous a apporté des films
i'll change,je changerai,je changerai
i'm a japanese teacher,je suis un professeur de japonais,je suis enseignant japonais
i'm sorry,excuse moi,je suis désolé
you are deranged,tu es dérangé,vous êtes n'ai pas lieu
there must be a solution,il doit y avoir une solution,il doit y avoir une solution
if you want to talk talk,si tu veux parler parle,si vous voulez parler
i'm not sure i agree,je ne suis pas sûr d'être d'accord,je ne suis pas sûre d'être d'accord
i'm really proud of you,je suis réellement fière de vous,je suis vraiment fier de vous
tom sat on the window sill,tom s'assit sur le rebord de la fenêtre,tom s'est assis sur la fenêtre
come off it,change de disque,arrête le
can you help her out before they catch her,pouvez vous l'aider avant qu'ils ne l'attrapent,peux tu l'aider avant qu'ils ne le firent
she wasn't able to talk to him,elle a été incapable de lui parler,elle n'était pas capable de lui parler
please put on your safety glasses,mettez vos lunettes de protection je vous prie,veuillez mettre ta sécurité de soleil
tom is more famous than i am,tom est plus célèbre que moi,tom est plus célèbre que moi
i just thought that you wouldn't want to go,j'ai simplement pensé que tu ne voudrais pas t'y rendre,je viens de penser que vous ne voudriez pas y aller
at the foot of the hill is a beautiful lake,au pied de la colline se trouve un très joli lac,au pied de la colline est un beau lac
he's a talented writer,c'est un écrivain talentueux,c'est un écrivain plein de talent
i'm not making it up,je ne l'invente pas,je ne le fais pas
am i on that list,suis je sur cette liste ,suis je sur cette liste
it was night,il faisait nuit,c'était la nuit
what is this nonsense,qu’est ce que c’est que cette bêtise ,qu'est ce qui est cette signification
i did everything i was supposed to do,j'ai fait tout ce que j'étais supposé faire,j'ai fait tout ce que j'étais censé faire
don't underestimate yourself,ne te sous estime pas,ne vous sous le dessus
we've been warned,on nous a avertis,nous avons été prévenu
i'll take a rain check on that,tu vas me signer un reçu pour ça,je prendrai une montre sur ce sujet
is the bridge safe,le pont est il sûr ,est ce le pont en sécurité
he caught a terrible cold,il a contracté un terrible rhume,il a attrapé un rhume
he was wounded in the fight,il a été blessé pendant la bataille,il était blessé au combat
how am i doing so far,comment je m'en sors jusqu'à présent,comment suis je tellement loin
she worships him,elle le vénère,elle le fit un coup
you shouldn't depend too much on other people to help you,vous ne devriez pas trop dépendre d'autres gens pour vous aider,vous ne devriez pas trop vous pensez à vous aider à t'aider
i'm afraid it's not so easy,je crains que ce ne soit pas si facile que cela,je crains que ce n'est pas si facile
you should look this word up,tu devrais rechercher ce mot,vous devriez regarder ce mot
he was involved in the trouble,il était impliqué dans l'affaire,il était impliqué dans les ennuis
you made a bargain with us,vous avez fait une affaire avec nous,vous avez fait une affaire avec nous
he's got a headache,il a mal à la tête,il est un mal de tête
we were made for each other,nous étions faits l'un pour l'autre,nous nous nous sommes prêts
if tom ate more vegetables he'd probably be healthier,si tom mangeait plus de légumes il serait probablement en meilleure santé,si tom a mangé plus de légumes il serait probablement plus de temps
i don't have time to help you with your homework,je n'ai pas le temps pour t'aider dans tes devoirs,je n'ai pas le temps de t'aider avec vos devoirs
when does it arrive,quand arrive t il,quand cela arrivera t il
are you comfortable,es tu installé confortablement ,êtes vous à l'aise
tom shaved off his mustache,tom s'est rasé la moustache,tom s'est tombé de sa fin
why are you so busy,pourquoi êtes vous si occupés,pourquoi êtes vous si occupées
it was all worth it,tout en valait la peine,c'était tout le coup
they say that he knows the secret,elles disent qu'il connaît le secret,ils disent qu'il sait le secret
i ran into a friend of mine on the bus,je suis tombée sur un ami à moi dans le bus,je courus dans un ami de moi dans le bus
i get up at six,je me lève à 6 heures,je me lève à six heures
he gave me what money he had,il me donna l'argent qu'il avait,il me donna l'argent qu'il avait
that's what i wrote,c'est ce que j'ai écrit,c'est ce que j'ai écrit
let's clean the entire office next saturday,nettoyons entièrement le bureau samedi prochain,temps nous sommes à la fin du bureau samedi
if it were not for plants we wouldn't be able to live,sans les plantes nous ne pourrions pas vivre,si ce n'était pas pour les plantes nous ne pourrions vivre
we ate an early lunch while we were at the mall,nous avons déjeuné tôt tandis que nous étions à la galerie,nous avons mangé un déjeuner en avance pendant la galerie commerciale
my friends and i want to do that,mes amies et moi voulons le faire,mes amis et je veux faire cela
tom leaned over the bridge,tom se pencha par dessus le pont,tom se brosse au pont
he turned over the business to his son,il a légué l'entreprise à son fils,il a allumé les affaires pour son fils
i have to hide this bag,il faut que je cache ce sac,il faut que je cacher ce sac
it was his car not mine that broke down yesterday,c'était sa voiture pas la mienne qui est tombée en panne hier,c'était sa voiture pas la mienne a cassé hier
tom isn't a good teacher,tom n'est pas un bon enseignant,tom n'est pas un bon professeur
you're not supposed to do that are you,tu n'es pas supposé faire cela n'est ce pas,vous n'êtes pas censés faire cela n'est ce pas
tom isn't as fast as i am,tom n'est pas aussi rapide que moi,tom n'est pas aussi rapide que moi
i'm surprised to see you,je suis surprise de te voir,je suis surpris de vous voir
i'll be with you in just a second,j'arrive dans deux secondes,je serai à vous en un seul
i remember her,je me souviens d'elle,je me souviens d'elle
i need to write that down,il me faut l'écrire,il me faut écrire cela
never argue with a drunk,ne débattez jamais avec quelqu'un de saoul,ne se rappelle jamais avec un saoul
are you happy,êtes vous contents ,êtes vous heureux
i was really surprised,j'étais vraiment surprise,j'étais vraiment surpris
tom is afraid of doctors,tom a peur des médecins,tom a peur des médecins
did i hear you right,t'ai je bien entendue,t'ai je entendu dire
do you have a problem with what was suggested,as tu un problème avec ce qui a été suggéré ,as tu un problème avec ce qui a été lavée
it's important that he hears this,il est important qu'il entende cela,il est important de ceci qu'il dise
let's pull an all nighter,faisons une nuit blanche,faisons une nuit blanche
i'm not as fast as tom is,je ne suis pas aussi rapide que tom,je ne suis pas aussi rapide que tom
let's take a walk for a change,allons nous promener pour une fois,faisons une promenade pour changer
the house has burnt down,la maison est carbonisée,la maison est en construction
it is up to you to see to it that such a thing doesn't happen,il vous appartient de faire en sorte qu'une telle chose n'arrive pas,c'est à vous voir cela pour voir une telle chose qui se passe
i am determined to give up smoking,je suis résolu à arrêter de fumer,je suis déterminé à arrêter de fumer
i can come,je peux venir,je peux venir
may i eat something,pourrais je manger quelque chose ,puis je manger quelque chose
i had a lot of gumption when i was young but now it seems to have all petered out,je jouissais de beaucoup de bon sens lorsque j'étais jeune mais cela semble s'être essoufflé,j'ai eu beaucoup de choses quand j'étais jeune mais maintenant il semble maintenant
i don't recall you saying anything about that,je ne me souviens pas que tu aies dit quoi que ce fut à ce sujet,je ne me rappelle pas avoir dit quoi que ce soit
i'm not even sure if this is my key,je ne suis même pas sûr que ce soit ma clé,je ne suis même pas sûre que c'est ma clé
this blue sweater is very pretty,ce pull bleu est très beau,ce chandail est très plutôt jolie
where is he,où est il ,où est il
i think this is beside the point right now,je pense que c'est hors sujet pour l'instant,je pense que c'est à la place à l'instant
i think we can go faster,je pense que nous pouvons aller plus vite,je pense que nous pouvons y aller plus vite
i need evidence,j'ai besoin de preuves,j'ai besoin de preuves
can i be of any assistance to you,en quoi puis je vous aider ,puis je vous aider à propos de toi
he uncorked the bottle,il débouchonna la bouteille,il a fait la bouteille
tom has been told not to do that here,on a demandé à tom de ne pas faire ça ici,tom a été dit de ne pas faire ça ici
do you agree with what he says in the book,êtes vous d'accord avec ce qu'il dit dans le livre ,êtes vous d'accord avec ce qu'il dit dans le livre
he's always breaking into our conversation,il se mêle toujours de notre conversation,il est toujours en train de se mettre notre conversation
tom knows that mary doesn't speak french,tom sait que maria ne parle pas français,tom sait que mary ne parle pas français
you don't have to apologize,tu n'es pas forcée de présenter des excuses,vous n'êtes pas forcé de présenter mes excuses
everyone started talking at once,tout le monde s'est mis à parler en même temps,tout le monde se mit à parler une fois
let's hope for good results,espérons de bons résultats,espérons des résultats de bons résultats
tom is eager to talk to mary,tom est impatient de parler à mary,tom est impatient de parler à mary
what is the weather like today,comment est le temps aujourd'hui ,quel temps est le temps aujourd'hui
at first i couldn't play the guitar,au début je n'arrivais pas à jouer de la guitare,au premier je ne pouvais jouer à la guitare
they stayed in the room with me for the whole night,ils sont restés dans la pièce avec moi toute la nuit durant,ils sont restés dans la pièce avec moi toute la nuit
what did we miss,qu'avons nous manqué,que nous sommes nous manqué
do you know us,nous connais tu,nous connaissez vous
i refuse to accept that,je refuse d'accepter cela,je refuse d'accepter ça
does she have a boyfriend,a t elle un jules,a t elle un petit ami
my girlfriend is from boston,ma petite amie vient de boston,ma petite copine est à boston
does anyone know you're here,quiconque sait il que tu es là,quiconque sait il que tu es ici
i will go at 10,je vais aller à 10 heures,j'irai à dix heures
this is a picture of the ship i was on,c'est une photographie du bateau sur lequel je me trouvais,c'est une photo du bateau que j'étais sur le bateau
a house is not a home,une maison n'est pas un foyer,une maison n'est pas de chez moi
she'll probably come,il est probable qu'elle vienne,elle viendra probablement
they have gone to europe,ils sont allés en europe,ils sont allés en europe
tom's advice was very helpful,le conseil de tom a été très utile,tom était très utile
it's all happening so fast,tout se passe tellement rapidement,tout se passe si vite
that was a costly mistake,ce fut une erreur coûteuse,c'était une erreur peu
i don't want to know about this,je ne veux pas le savoir,je ne veux pas savoir à ce sujet
he is by far the best student,il est de loin le meilleur étudiant,il est en loin le meilleur élève
he told a funny story,il a raconté une histoire drôle,il a dit une histoire drôle
my brother likes horror movies,mon frère aime les films d'horreur,mon frère aime les films d'horreur
there was nobody there,personne ne se trouvait là,il n'y avait personne
i'll keep my fingers crossed that everything will go well for you today,je croise les doigts pour que tout aille bien pour toi aujourd'hui,je garderai mes doigts que tout se rendrai bien aujourd'hui
tom closed the door of his bedroom,tom a fermé la porte de sa chambre,tom ferma la porte de sa chambre
this is no joke,ce n'est pas une blague,ce n'est pas de blague
the natives of the north west pacific coast of america were probably descendants of tribes from asia,les indigènes de la côte américaine nord ouest du pacifique étaient probablement les descendants de tribus originaires d'asie,les nous ont des neuf à cause de la mer des états unis étaient probablement probablement des neuf cent de neuf neuf neuf neuf neuf neuf neuf
if there's anything i can do for you don't hesitate to let me know,si je peux faire quelque chose pour toi n'hésite pas à me le faire savoir,s'il y a quoi que ce soit que je puisse faire pour vous ne pas faire
i'm not joking,je ne plaisante pas,je ne souffre pas
do you watch the news every day,regardez vous les informations tous les jours ,est ce que tu regardes les nouvelles
where do you work,où travailles tu ,où travailles tu
i know everything,je sais tout,je sais tout
our guests are arriving,nos invités arrivent,nos invités arrivent
i want you to grow up,je veux que tu grandisses,je veux que vous vous vous mettez à la sortie
i know how they did it,je sais comment ils l'ont fait,je sais comment ils l'ont fait
you are important,vous êtes importants,vous êtes important
few people live to be ninety years old,peu de gens vivent jusqu'à nonante ans,peu de gens vivent à vingt ans
i informed her of my arrival,je l'ai informée de mon arrivée,je l'ai informé de mon arrivée
i have been to the library,je suis allé à la bibliothèque,je suis allé à la bibliothèque
did you visit the tokyo tower,avez vous visité la tour de tokyo ,avez vous visité la tour de tokyo
i'll make you some coffee,je vous ferai du café,je te rendrai un café
they said no,ils dirent non,ils n'ont pas dit
no you can't,non tu ne peux pas,personne ne se peut
the risks are too great,les risques sont trop élevés,les risques sont trop grande
if you don't bother the bees they're unlikely to sting you,si tu n'embêtes pas les abeilles il est peu probable qu'elles te piquent,si vous ne vous prenez pas les abeilles ils sont peu probable que vous ayez arrêté
i lost my key somewhere around here,j'ai perdu ma clé quelque part autour d'ici,j'ai perdu la clé quelque part par ici
you're the same age as my son,tu as le même âge que mon fils,tu as le même âge que mon fils
i admire your work ethic,j'admire votre code de conduite au travail,j'admire votre travail de poste
this is extremely awkward,c'est extrêmement délicat,c'est extrêmement frais
i plan to leave boston as soon as i can,je veux quitter boston aussi tôt que possible,je prévois de boston dès que je peux
what do you do for a living,que fais tu pour gagner ta vie,que faites vous pour vivre
make sure you stick together so no one gets lost,assurez vous de rester groupés pour que personne ne se perde,assurez vous de rester ensemble un seul à ne pas être perdu
you bought the food so if i buy the wine that will even things up,tu as acheté la nourriture donc si j'achète le vin on serra à égalité,vous avez acheté la nourriture alors je requiers le vin même
i want to make her happy,je veux la rendre heureuse,je veux le faire heureux
since i walked very fast i was in time for the last train,comme j'ai marché très vite j'étais à temps pour le dernier train,comme je me suis très rapide j'étais à temps pour la dernière train
i know your brother very well,je connais très bien ton frère,je connais ton frère très bien
he has been sick for a long time,il a été longtemps malade,il est resté depuis longtemps
i misspelled the word,j'ai mal épelé le mot,j'ai fait un mot
what reason did he give for being so late,quelle raison a t il donnée pour expliquer son retard,quelle raison a t il donné d'être si tard
i don't remember it,je ne m'en souviens pas,je ne me souviens pas
i don't like the atmosphere of that school,je n'aime pas l'ambiance de cette école,je n'aime pas la société à l'école
i can't think of anything that i'd like better,je ne vois pas ce qui pourrait me faire plus plaisir,je ne peux penser à quoi que ce soit mieux
i would like to chat with you by e mail,j'aimerais clavarder avec toi par courriel,j'aimerais vous régler par toi de poster
i wasn't fired i quit,je n'ai pas été viré j'ai démissionné,je n'ai pas été viré
he seldom if ever laughs,il ne rit que rarement si ce n'est jamais,il s'est rarement ri
where is the post office,où se trouve le bureau de poste,où est le bureau de bureau
oh no my house is on fire,oh non  ma maison est en feu ,oh pas ma maison est en feu
tom screwed in the light bulb,tom a vissé l'ampoule,tom a fait une lumière
do you want me to come cook you something,voulez vous que je vienne vous cuisiner quelque chose,veux tu que je vienne vous cuisiner quelque chose
i just panicked,j'ai simplement paniqué,je viens de me marier
i have no will power when it comes to dieting,je n'ai aucune volonté lorsqu'il s'agit de suivre un régime,je n'ai pas le moindre pouvoir au régime
you're imagining things,vous imaginez des choses,vous êtes en train de m'excuser
i want to keep working here,je veux continuer à travailler ici,je veux continuer ici
the work must be finished before noon,le travail doit être terminé avant midi,le travail doit être fini avant midi
he noticed straight away,il l'a tout de suite remarqué,il a remarqué le temps
i can't eat pork,je n'arrive pas à manger du porc,je ne peux pas manger de porc
have you ever seen the man in this photo,avez vous jamais vu l'homme sur cette photo,as tu jamais vu l'homme dans cette photo
would you like to hear the parrot talk,voudriez vous entendre parler le perroquet,voudriez vous entendre le public
he is every inch a gentleman,c'est un parfait gentleman,il est tout un gentleman
tom doesn't usually show his feelings,tom n'a pas l'habitude de montrer ses sentiments,tom ne montre pas ses sentiments
i'm doing the right thing,j'ai pris la bonne décision,je fais la bonne chose
i just want to win that's all,je veux juste gagner c'est tout,je veux simplement gagner tout ça
tom can't do anything about it,tom ne peut rien y faire,tom ne peut rien y faire
i admire your determination,j'admire ta détermination,j'admire ta fourchette
that hasn't happened yet,ce n'est pas encore arrivé,ça n'a pas encore eu lieu
our car broke down in the middle of the street,notre voiture est tombée en panne en plein milieu de la rue,notre voiture a été tombée au milieu de la rue
his hands feel rough,ses mains sont rugueuses,ses mains se sent mal
she likes jazz and so do i,elle aime le jazz et moi aussi,elle aime le jazz et moi
i'm getting tired it's your turn to drive,je commence à m'endormir c'est à ton tour de conduire,je commence à conduire votre tour
i can't stand it any longer,je ne puis le supporter plus longtemps,je ne peux plus le supporter
will you have another slice of pie yes please,« désires tu un autre morceau de gâteau   » « oui s'il vous plait  »,veux tu une autre part de pommes s'il vous plaît
i was absolutely stunned,j'ai été complètement abasourdi,j'ai été complètement abasourdi
they met for the first time in london,elles se rencontrèrent pour la première fois à londres,ils se sont rencontrées pour la première fois à londres
do you like apple pies,aimez vous les tartes aux pommes ,aimez vous les pommes des étudiants
i washed my feet,je me suis lavé les pieds,je me suis lavé les pieds
my father often falls asleep while watching tv,mon père s'endort souvent en regardant la télé,mon père tombe souvent pendant regarder la télévision
she made him a new suit,elle lui confectionna un nouveau costume,elle le fit un nouveau costume
we wouldn't ask you to do that,nous ne vous demanderions pas de faire cela,nous ne vous voyons pas faire cela
you have to go,il te faut partir,il faut que vous alliez
i remember it now,je me le rappelle maintenant,je m'en souviens maintenant
he is depressed,il est déprimé,il est déprimée
don't you want to know,ne veux tu pas savoir,ne veux tu pas savoir
i'll keep an eye on tom,je vais garder un œil sur tom,je vais garder un œil sur tom
she's just a child,ce n'est qu'une enfant,elle est juste une enfant
i just fainted that's all,je me suis simplement évanouie c'est tout,je me suis simplement mort tout
they always go skiing in the winter,ils vont toujours skier en hiver,ils vont toujours skier en hiver
i only need a minute,je n'ai besoin que d'une minute,je n'ai besoin qu'une minute
we were very tired from the five hour trip,nous étions très fatiguées par le voyage de cinq heures,nous étions très fatiguées de cinq heures
this is not a coincidence,il ne s'agit pas d'une coïncidence,ce n'est pas une coïncidence
i am looking for an assistant,je recherche un assistant,je cherche un assistant
the child had no overcoat on although it was very cold,l'enfant n'avait pas de manteau alors qu'il faisait très froid,l'enfant n'avait pas de manteau depuis que c'était très froid
i explained the rule to him,je lui expliquai la règle,je lui ai expliqué la règle
are you sure you're not tired,êtes vous sûres de ne pas être fatiguées,êtes vous sûres que vous n'êtes pas fatiguée
no matter how hard the training was she never cried,la formation eut beau être difficile jamais elle ne pleura,peu importe quel est difficile à cause elle ne pleura jamais
go and help your brother,allez aider votre frère,allez aider votre frère
don't worry everything will be fine,ne vous faites pas de souci tout ira bien,ne vous faites pas tout ira bien
what would your father think,que penserait votre père,que penserait ton père
my bottle broke,ma bouteille s'est cassée,ma bouteille s'est cassée
it is not so difficult as you think,ce n'est pas aussi difficile que tu le penses,ce n'est pas si difficile que vous pensez
you have to do it again,il faut que tu le refasses,il faut que tu le fasses
make up your own mind,décidez vous par vous même,mettez vous un inconvénient à ce que ça vous dérange
she finished her errand and returned home,elle a terminé ses courses et elle est rentrée chez elle,elle a fini ses études et est revenu
you don't have to read the whole thing from beginning to end,il ne vous faut pas lire tout le truc du début à la fin,vous n'êtes pas forcé de lire toute la chose de commencer
i have my own reasons,j'ai mes propres raisons,j'ai mes propres raisons
how many ways are there to do that,combien de façons y a t il de faire cela,combien de temps là allez vous faire cela
i'm successful,j'ai du succès,je suis en train de succès
i don't believe it happened that way,je ne crois pas que ça se soit produit de cette manière,je ne crois pas que ça s'est passé
can you tell us what tom did,peux tu nous dire ce que tom a fait ,peux tu nous dire ce que tom a fait
what are you doing tomorrow,tu fais quoi demain ,que faites vous demain
you aren't invited,vous n'êtes pas invitées,vous n'êtes pas invitée
i'm proud of my brother,je suis fière de mon frère,je suis fier de mon frère
i expected you to be here for lunch,je m'attendais à ce que vous soyez ici pour le déjeuner,je m'attendais à ce que vous soyez ici pour le déjeuner
they started at the same time,ils ont commencé en même temps,ils se sont rencontrées au même moment
we must execute his orders,nous devons exécuter ses ordres,nous devons faire des ordres
i went out even though it was raining,je sortis bien qu'il plut,je suis sorti même s'il pleuvait
i had things to think about,j'ai eu des choses à penser,j'ai eu des choses à penser
i think they like you,je pense qu'ils vous apprécient,je pense qu'elles vous aiment
it can't hurt you,ça ne peut pas vous faire de mal,ça ne peut pas vous faire de mal
who picked you for this mission,qui t'a choisi pour cette mission,qui t'a choisi pour cette mission
we'll catch you,nous vous attraperons,nous vous nous rendons
i don't care about any of that,je ne me soucie de rien de tout cela,je m'en fiche de ça
he asked me for my phone number,il m'a demandé mon numéro de téléphone,il m'a demandé à mon numéro de téléphone
he solved all the problems,il a résolu tous les problèmes,il a résolu tous les problèmes
look at it,regardez le,regarde le
how much money do you have in your pockets right now,combien d'argent as tu dans tes poches à l'instant,combien d'argent as tu dans tes poches à l'instant
you could have told me,tu aurais pu me le dire,vous auriez pu me dire
i'd rather just let people talk,je préfère laisser les gens parler,je préférerais juste les gens parler
are you sure you can do this,êtes vous sûre de pouvoir faire ça,êtes vous sûres de pouvoir faire ça
hey guys i think i found something,hé les mecs je pense que j'ai trouvé quelque chose,hé les gars je pensais que j'ai trouvé quelque chose
she is known to everyone,elle est connue de tout le monde,elle est connue de tout le monde
sorry i didn't mean to snap at you,désolé je ne voulais pas te mordre,désolé je ne voulais pas vous lever
i can hear a cat scratching at the window,j'entends un chat qui gratte à la fenêtre,j'entends un chat qui se mit à la fenêtre
i've been waiting years for this,j'ai attendu ceci pendant des années,j'attendais ces années
how's married life going,comment va la vie de femme mariée,comment se sont marié de vie
no one believed me,personne ne me crut,personne ne me l'a cru
she works with single minded determination,elle travaille avec une détermination obsessionnelle,elle travaille avec une fourchette
tell the truth no matter what,dis la vérité quoi qu'il en soit,dis la vérité quoi que ce soit
shall i draw a map for you,est ce que je dois te faire un plan ,dois je te montrer une carte
what kind of game are you playing,à quelle sorte de jeu joues tu,quel genre de jeu joues tu
he was terribly poor when he was young,il était horriblement pauvre quand il était jeune,il était terriblement pauvre quand il était jeune
are you really a princess,êtes vous vraiment une princesse,êtes vous vraiment une princesse
i want to be invited,je veux être invitée,je veux être invitée
we saw nothing strange,nous ne vîmes rien d'étrange,nous n'avons rien vu étrange
ten divided by five is two,dix divisé par cinq font deux,dix neuf cinq ans
he's afraid of making mistakes,il a peur de se tromper,il a peur de faire des erreurs
come join us,venez vous joindre à nous,viens nous joindre à nous
