Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> you ve earned a rest . <end>, <start> tu as merite une pause . <end>,tu as gagne un peu . 
 <start> you were incompetent . <end>, <start> vous etiez incompetents . <end>,tu etais incompetente . 
 <start> you must not touch the paintings . <end>, <start> tu ne dois pas toucher les tableaux . <end>,vous ne devez pas toucher les toiles . 
 <start> does anyone want some more pie ? <end>, <start> quelqu un veut plus de tarte ? <end>,quiconque voudrait encore un peu de tarte ? 
 <start> i ll need this . <end>, <start> j aurai besoin de ceci . <end>,j aurai besoin de ceci . 
 <start> stop whining like a baby . <end>, <start> arrete de pleurer comme un bebe . <end>,arrete de nager comme un bebe . 
 <start> i could see that . <end>, <start> je m en suis apercue . <end>,je pouvais voir cela . 
 <start> tom wants to stay . <end>, <start> tom veut rester . <end>,tom veut rester . 
 <start> don t let him approach . <end>, <start> ne le laisse pas s approcher ! <end>,ne le laisse pas approcher . 
" <start> by the time you land at narita , it will be dark . <end>"," <start> le temps que vous atterrissiez a narita , il fera nuit . <end>","a l heure tu atterrissiez a narita , il fera lieu . "
 <start> i thought you had to get up by . <end>, <start> je croyais que tu devais te lever a h . <end>,je pensais que tu devais te lever . 
 <start> i loved that . <end>, <start> j ai adore ca . <end>,j adorais ca . 
 <start> who s that girl ? <end>, <start> qui est cette fille ? <end>,qui est cette fille ? 
 <start> he whispered sweet nothings into her ear . <end>, <start> il murmura de doux mots a son oreille . <end>,il murmura de doux mots a son oreille . 
 <start> i can t believe i m talking to you about this . <end>, <start> je n arrive pas a croire que je m en entretienne avec toi . <end>,je n arrive pas a croire que je sois en train de te parler de ca . 
 <start> i want you to get me a soda . <end>, <start> je veux que vous alliez me chercher une boisson petillante . <end>,je veux que vous me lachiez une boisson petillante . 
 <start> who hired you ? <end>, <start> qui t a recrute ? <end>,qui t a recrute ? 
 <start> you re imagining things . <end>, <start> vous imaginez des choses . <end>,tu imagines des choses . 
 <start> soccer is my favorite sport . <end>, <start> le football est mon sport prefere . <end>,le football est mon sport prefere . 
 <start> tom couldn t finish his dinner . <end>, <start> tom ne pouvait pas finir son diner . <end>,tom ne pouvait pas terminer son diner . 
 <start> tom has no insurance . <end>, <start> tom n a aucune assurance . <end>,tom est depourvu d assurance . 
 <start> she s absent because she s sick . <end>, <start> elle est absente car elle est malade . <end>,elle est absente car elle est malade . 
 <start> it s a big one . <end>, <start> c en est un gros . <end>,c en est un gros . 
 <start> i had a bladder infection last month . <end>, <start> j ai eu une infection de la vessie le mois dernier . <end>,j ai eu une infection de la vessie le mois dernier . 
 <start> don t disappear on me again . <end>, <start> ne me lachez pas encore une fois ! <end>,ne me lachez pas encore une fois ! 
 <start> there is no need for him to work . <end>, <start> il n a pas besoin de travailler . <end>,il n est pas necessaire qu il travaille . 
 <start> stop stalling and do what i told you . <end>, <start> arrete de trainer des pieds et fais ce que je t ai dit . <end>,arrete de trainer des trainer de nourriture ! 
 <start> i want to look different . <end>, <start> je veux avoir l air differente . <end>,je veux avoir l air different . 
 <start> i m afraid the rumor is true . <end>, <start> je crains que la rumeur ne soit averee . <end>,j ai peur que la rumeur soit averee . 
 <start> i ll never let that happen again . <end>, <start> je ne laisserai jamais cela se reproduire . <end>,je ne laisserai jamais cela se reproduire . 
 <start> they all killed themselves . <end>, <start> elles se sont toutes tuees . <end>,elles se sont toutes tuees . 
 <start> she will give her picture to whoever wants it . <end>, <start> elle donnera sa photo a qui la veut . <end>,elle donnera sa photo a qui la veut . 
 <start> tom said he d be willing to try anything once . <end>, <start> tom a dit qu il serait pret a tout essayer une fois . <end>,tom a dit qu il serait pret a tout nouveau une fois . 
 <start> they re not all criminals . <end>, <start> ce ne sont pas tous des criminels . <end>,ce ne sont pas tous des criminels . 
 <start> the introduction of the new tax is expected to affect the entire economy . <end>, <start> on s attend a ce que l introduction de la nouvelle taxe affecte toute l economie . <end>,l introduction de la nouvelle taxe affecte toute l economie . 
 <start> you have cute eyes . <end>, <start> vous avez de mignons yeux . <end>,tu as des yeux mignons . 
 <start> he predicted she would win . <end>, <start> il a predit qu elle l emporterait . <end>,il a predit qu elle l emporterait . 
 <start> be a man . <end>, <start> sois un homme ! <end>,sois un homme ! 
 <start> where do you get your ideas from ? <end>, <start> ou pioches tu tes idees ? <end>,ou pioches tu tes idees ? 
 <start> can you imagine walking on the moon ? <end>, <start> peux tu imaginer marcher sur la lune ? <end>,peux tu imaginer marcher sur la lune ? 
 <start> how can you concentrate ? <end>, <start> comment arrivez vous a vous concentrer ? <end>,comment peux tu te concentrer ? 
 <start> i can t figure out how to operate this machine . <end>, <start> je n arrive pas a comprendre comment faire fonctionner cette machine . <end>,je ne peux pas comprendre comment faire fonctionner cette machine . 
 <start> wait . i want to show you something . <end>, <start> attendez ! je veux vous montrer quelque chose . <end>,attends ! je veux te montrer quelque chose . 
 <start> it wasn t that cold . <end>, <start> il ne faisait pas si froid . <end>,ce n est pas si froid . 
 <start> i worked in a restaurant . <end>, <start> j ai travaille dans un restaurant . <end>,j ai travaille dans un restaurant . 
 <start> i made you a surprise . <end>, <start> je vous ai prepare une surprise . <end>,je t ai fait une surprise . 
 <start> tom started clearing the table . <end>, <start> tom commenca a debarrasser la table . <end>,tom commenca a debarrasser la table . 
 <start> i ll take you anywhere you want to go . <end>, <start> je t amenerai partout ou tu veux aller . <end>,je vous amenerai partout ou vous voulez aller . 
 <start> we have a mutual friend . <end>, <start> nous avons un ami commun . <end>,nous avons un ami commun . 
 <start> i ve already fed the baby . <end>, <start> j ai deja nourri le bambin . <end>,j ai deja alimente le bebe . 
" <start> english is hard , isn t it ? <end>"," <start> l anglais est dur , n est ce pas ? <end>","l anglais est dur , n est ce pas ? "
 <start> i think it s ok . <end>, <start> je pense que c est bon . <end>,je pense que c est bon . 
 <start> what time does it open ? <end>, <start> a quelle heure cela ouvre t il ? <end>,a quelle heure cela ouvre t il ? 
 <start> i asked my teacher what to do next . <end>, <start> je demandai a mon professeur quoi faire ensuite . <end>,j ai demande a mon institutrice quoi faire ensuite . 
 <start> no one knew what to do . <end>, <start> personne ne savait quoi faire . <end>,personne ne savait quoi faire . 
 <start> don t let me down like you did the other day . <end>, <start> ne me laisse pas tomber comme tu l as fait l autre jour . <end>,ne me laisse pas tomber comme tu l as fait l autre jour . 
 <start> the weather couldn t have been better . <end>, <start> le temps n aurait pu etre meilleur . <end>,le temps n aurait pas pu etre mieux . 
 <start> what kind of changes do you want us to make ? <end>, <start> quelle sorte de changements voudriez vous que nous operions ? <end>,quelle sorte de changements veux tu que nous operions ? 
 <start> why are you wearing a sweater ? <end>, <start> pourquoi portes tu un chandail ? <end>,pourquoi portez vous un chandail ? 
 <start> tom sent mary a lot of letters . <end>, <start> tom a envoye beaucoup de lettres a marie . <end>,tom a envoye beaucoup de lettres a mary . 
" <start> in american football , a touchdown scores six points . <end>", <start> en football americain un touche vaut six points . <end>,en football americain un touche vaut six points . 
 <start> i retired in . <end>, <start> je suis parti a la retraite en . <end>,j ai pris la retraite en . 
 <start> i live in town . <end>, <start> je vis en ville . <end>,je vis en ville . 
" <start> to be happy , you should spend time with someone you love . <end>"," <start> pour etre heureux , vous devriez passer du temps avec quelqu un que vous aimez . <end>","pour etre heureux , tu devrais passer du temps avec quelqu un que tu aimes . "
 <start> you re silly . <end>, <start> vous etes idiots . <end>,tu es idiote . 
 <start> it would be nice to get married . <end>, <start> ca serait chouette de me marier . <end>,ca serait chouette de se marier . 
 <start> keep your hands still . <end>, <start> ne bouge pas les mains . <end>,maintiens toujours les mains . 
 <start> she is very becoming in a black party dress . <end>, <start> elle est tres comme il faut dans une robe de soiree noire . <end>,elle est tres peureux dans une robe blanche . 
 <start> did you do it ? <end>, <start> l avez vous fait ? <end>,l avez vous fait ? 
 <start> he devoted a lot of time to study . <end>, <start> il consacra beaucoup de temps a etudier . <end>,il consacra beaucoup de temps a etudier . 
 <start> you re shivering . <end>, <start> tu frissonnes . <end>,tu frissonnes . 
 <start> i guess that doesn t make sense . <end>, <start> je suppose que ca ne veut rien dire . <end>,je suppose que ca n a pas de sens . 
 <start> were you with anyone ? <end>, <start> etais tu avec qui que ce soit ? <end>,etiez vous avec qui que ce soit ? 
 <start> you don t want to be an editor ? <end>, <start> ne veux tu pas etre redacteur ? <end>,tu ne veux pas etre redacteur ? 
 <start> you need a drink . <end>, <start> il te faut un verre . <end>,il te faut un verre . 
 <start> are you hiring ? <end>, <start> recrutes tu ? <end>,embauchez vous ? 
 <start> you can t go out . <end>, <start> vous ne pouvez pas sortir . <end>,tu ne peux pas sortir . 
 <start> do you know the man staring at you ? <end>, <start> connaissez vous l homme qui vous devisage ? <end>,connaissez vous l homme qui vous regarde ? 
 <start> how was i supposed to know ? <end>, <start> comment etais je suppose le savoir ? <end>,comment etais je suppose le savoir ? 
 <start> i bike to work . <end>, <start> je me rends au travail en velo . <end>,je vais au travail a bicyclette . 
 <start> you must respect your elders . <end>, <start> tu dois respecter tes aines . <end>,tu dois respecter tes ainees . 
 <start> the ball rolled across the road . <end>, <start> le ballon roula en travers de la rue . <end>,le ballon roula en travers de la rue . 
 <start> winter is right around the corner . <end>, <start> l hiver est au coin du bois . <end>,l hiver se trouve bien dans le coin . 
 <start> what year were you born ? <end>, <start> en quelle annee etes vous nees ? <end>,en quelle annee etes vous nees ? 
 <start> we should do everything ourselves . <end>, <start> nous devrions tout faire nous memes . <end>,nous devrions tout faire nous memes . 
 <start> come and see me when you have time . <end>, <start> viens me voir quand tu auras du temps . <end>,viens me voir quand tu auras du temps . 
 <start> are they tall ? <end>, <start> sont ils grands ? <end>,sont ils grandes ? 
 <start> i like these . <end>, <start> j aime ceux ci . <end>,j aime ceux ci . 
" <start> sure , it might be traumatic , but so what ? <end>"," <start> certes , c est peut etre traumatique , mais qu est ce qu on y peut ? <end>","certes , c est peut etre traumatique , mais que quoi ? "
 <start> he walked through the forest . <end>, <start> il a coupe a travers bois . <end>,il a coupe a travers bois . 
 <start> many people put too much personal information on social media . <end>, <start> beaucoup de gens mettent trop d informations personnelles sur les reseaux sociaux . <end>,beaucoup de gens mettent trop d informations personnelles pour les reseaux sociaux . 
 <start> i think we should wait . <end>, <start> je pense que nous devrions attendre . <end>,je pense que nous devrions attendre . 
 <start> he was very nervous . <end>, <start> il etait tres nerveux . <end>,il etait tres contrarie . 
 <start> he took his time . <end>, <start> il prit son temps . <end>,il a pris son temps . 
 <start> say hello to your sister for me . <end>, <start> dis bonjour a ta s ur de ma part . <end>,dis bonjour a ta s ur de ma part . 
 <start> he pretended not to know me . <end>, <start> il fit semblant de ne pas me connaitre . <end>,il a fait semblant de ne pas me connaitre . 
 <start> they always played tennis here . <end>, <start> ils ont toujours joue au tennis ici . <end>,ils ont encore joue au tennis ici . 
 <start> we have a job to do . <end>, <start> nous avons un travail a faire . <end>,nous avons un travail a faire . 
 <start> there s nothing to be afraid of . <end>, <start> il n y a pas de quoi avoir peur . <end>,il n y a pas de quoi avoir peur . 
 <start> you re nothing but a coward . <end>, <start> vous n etes qu un lache . <end>,tu n es qu un lache . 
 <start> we suspected him of lying . <end>, <start> nous le suspectames de mentir . <end>,nous l avons suspecte de mentir . 
 <start> a smell of lilies filled the room . <end>, <start> un parfum de lys emplit la piece . <end>,une odeur de lys emplit la piece . 
 <start> he kicked the ball . <end>, <start> il tapa dans le ballon . <end>,il tira autour de la balle . 
 <start> please come to my house . <end>," <start> venez chez moi , je vous prie . <end>",veuillez venir chez moi . 
 <start> i arrived too late . <end>, <start> je suis arrive trop tard . <end>,je suis arrive trop tard . 
 <start> let me go ! <end>, <start> laissez moi partir ! <end>,laissez moi m en aller ! 
 <start> tom doesn t want to have lunch with me today . <end>, <start> tom ne veut pas dejeuner avec moi aujourd hui . <end>,tom ne veut pas diner avec moi aujourd hui . 
 <start> i appreciate all your advice . <end>, <start> j apprecie tous vos conseils . <end>,j apprecie votre conseil . 
 <start> i can t do anything about it now . <end>, <start> je ne peux rien y faire desormais . <end>,je ne peux rien y faire maintenant . 
 <start> he wears expensive clothes and owns a lot of jewelry . <end>, <start> il porte des vetements couteux et possede beaucoup de bijoux . <end>,il porte des vetements couteux et un jour de bijoux . 
 <start> yesterday i helped my father . <end>," <start> hier , j ai aide mon pere . <end>","hier , j ai aide mon pere . "
 <start> it looks like the dog wants something to eat . <end>, <start> il semble que le chien veuille manger quelque chose . <end>,on dirait que le chien veuille manger quelque chose . 
" <start> hey , open the door . <end>"," <start> he , ouvre la porte . <end>","he , ouvre la porte . "
 <start> the floor was covered with blood . <end>, <start> le sol etait couvert de sang . <end>,le sol etait couvert de sang . 
 <start> american kitchens are much bigger than japanese ones . <end>, <start> les cuisines americaines sont plus grandes que les cuisines japonaises . <end>,les cuisines americaines sont plus grandes que les cuisines japonaises . 
" <start> i don t know when it happened , but it happened . <end>"," <start> je ne sais pas quand c est arrive , mais c est arrive . <end>","j ignore quand c est arrive , mais c est arrive . "
 <start> i m invited to dinner this evening . <end>, <start> je suis invite a diner ce soir . <end>,je suis invite a diner ce soir . 
 <start> you don t need to be in such a hurry . <end>, <start> il n est pas necessaire que tu sois si pressee . <end>,il n est pas necessaire que vous soyez si pressee . 
 <start> i am cooking now . <end>, <start> je cuisine en ce moment . <end>,je cuisine en ce moment . 
 <start> has the train been delayed ? <end>, <start> le train a t il ete en retard ? <end>,le train a ete il a ete retarde ? 
 <start> i must obey . <end>, <start> il me faut obeir . <end>,il me faut obeir . 
 <start> this table is heavy . <end>, <start> cette table est lourde . <end>,cette table est lourde . 
 <start> he is neither for nor against the plan . <end>, <start> il n est ni pour ni contre ce plan . <end>,il n est ni ni contre le plan . 
" <start> before you go to visit him , you should make sure he s at home . <end>"," <start> avant d aller lui rendre visite , vous devriez vous assurer qu il se trouve a son domicile . <end>","avant d aller lui rendre visite , vous devriez vous assurer qu il est chez lui . "
 <start> i want something hot to drink . <end>, <start> je veux une boisson chaude . <end>,je veux quelque chose de frais a boire . 
 <start> english is spoken in a lot of countries . <end>, <start> on parle l anglais dans de nombreux pays . <end>,l anglais est parle dans de nombreux pays . 
 <start> it appears that she might change her mind . <end>, <start> il semble possible qu elle change d opinion . <end>,il semble possible sans doute son opinion . 
 <start> put your pajamas on and go to bed . <end>, <start> mettez vos pyjamas et allez au lit . <end>,enfile ton pyjama et allez au lit . 
 <start> he ordered them to release the prisoner . <end>, <start> il leur ordonna de liberer le prisonnier . <end>,il leur ordonna de liberer le prisonnier . 
 <start> what he said was not true . <end>, <start> ce qu il a dit n etait pas vrai . <end>,ce qu il a dit n est pas vrai . 
 <start> this sounds totally legit . <end>, <start> ca semble parfaitement legitime . <end>,ca a parfaitement legitime . 
 <start> have you told me everything ? <end>, <start> m as tu tout dit ? <end>,m avez vous tout dit ? 
 <start> it s not what you think . <end>, <start> ce n est pas ce que vous pensez ! <end>,ce n est pas ce que tu penses . 
 <start> that could be anything . <end>, <start> ca pourrait etre n importe quoi . <end>,cela pourrait etre n importe quoi . 
 <start> tom was sarcastic . <end>, <start> tom etait sarcastique . <end>,tom delirait . 
 <start> we laugh a lot . <end>, <start> nous avons beaucoup ri . <end>,nous avons beaucoup ri . 
 <start> don t be so outraged . <end>, <start> ne soyez pas si indignes ! <end>,ne sois pas si indigne ! 
 <start> his name is known all over the country . <end>, <start> son nom est connu dans tout le pays . <end>,son nom est connu a travers le pays . 
 <start> the coffee was bitter . <end>, <start> le cafe etait amer . <end>,le cafe etait amer . 
 <start> i m not quite ready yet . <end>, <start> je ne suis pas encore tout a fait pret . <end>,je ne suis pas encore tout a fait pret . 
 <start> tom has been talking on the phone for an hour . <end>, <start> cela fait une heure que tom discute au telephone . <end>,tom est en train de parler au telephone . 
 <start> i won t be going with you . <end>, <start> je n irai pas avec toi . <end>,je ne vais pas y aller avec toi . 
" <start> you re not upset , are you ? <end>"," <start> tu n es pas contrariee , si ? <end>","tu n es pas contrarie , si ? "
 <start> tell me the truth . <end>, <start> dis moi la verite . <end>,dites moi la verite . 
 <start> my blood type is a positive . <end>, <start> mon groupe sanguin est a . <end>,mon groupe sanguin est un positif . 
 <start> i want you to keep your eyes open . <end>, <start> je veux que tu gardes les yeux ouverts . <end>,je veux que tu tiennes tes yeux ouverts . 
 <start> i m sure you ll do very well . <end>, <start> je suis sure que vous vous en sortirez tres bien . <end>,je suis sure que vous vous en sortirez tres bien . 
 <start> did you shoot tom ? <end>, <start> avez vous tire sur tom ? <end>,avez vous tire sur tom ? 
 <start> the man is right . <end>, <start> l homme a raison . <end>,l homme a raison . 
 <start> the key is in the door . <end>, <start> la clef est sur la porte . <end>,la clef est dans la porte . 
 <start> ignorance is bliss . <end>," <start> l ignorance , c est la felicite . <end>","l ignorance , c est la felicite . "
 <start> i don t understand a thing you re saying . <end>, <start> je ne comprends rien a ce que vous dites . <end>,je ne comprends rien de ce que tu dis . 
 <start> my stomach started growling right there in the meeting . it was embarrassing . <end>, <start> mon estomac a commence a grogner pendant le rendez vous . c etait embarrassant . <end>,mon estomac commence a grogner a l reunion . ce fut embarrassant . 
 <start> stay away from my motorcycle . <end>, <start> restez loin de ma moto . <end>,eloignez vous de ma moto . 
" <start> just mind your own business , please . <end>"," <start> occupez vous juste de vos affaires , je vous prie . <end>","juste attention a tes affaires , s il vous plait . "
 <start> get up . <end>, <start> leve toi . <end>,leve toi ! 
 <start> you have no idea . <end>, <start> tu n as pas idee . <end>,vous n avez aucune idee . 
 <start> you should not have done that . it was wrong . <end>, <start> tu n aurais pas du faire ca . c etait mal . <end>,tu n aurais pas du faire ca . c etait mal . 
 <start> his girlfriend did it for him . <end>, <start> sa petite copine l a fait pour lui . <end>,sa petite amie l a fait pour lui . 
 <start> tom knows he s right . <end>, <start> tom sait qu il a raison . <end>,tom sait qu il a raison . 
 <start> you were great today . <end>, <start> tu etais merveilleuse aujourd hui . <end>,vous avez ete genial aujourd hui . 
 <start> it is impossible for me to finish the work in an hour . <end>, <start> il m est impossible de terminer le travail en une heure . <end>,il m est impossible de terminer le travail en une heure . 
" <start> even though she was busy , she came to see me . <end>"," <start> bien qu elle fut occupee , elle vint me voir . <end>","bien qu elle fut occupee , elle vint me voir . "
 <start> i can t wait until tomorrow . <end>, <start> je ne peux pas attendre jusqu a demain . <end>,je peux m attendre jusqu a demain . 
 <start> i vaguely remember meeting him . <end>, <start> je me rappelle vaguement de lui . <end>,je me souviens vaguement de l avoir rencontre . 
 <start> you don t have to go . <end>, <start> vous n etes pas force de vous en aller . <end>,vous n etes pas oblige de vous en aller . 
 <start> it s green . <end>, <start> c est vert . <end>,c est vert . 
" <start> i m sorry , but i can t eat dinner with you . <end>"," <start> desole , mais je ne peux pas diner avec vous . <end>",je suis desole mais je ne peux pas manger de diner avec toi . 
 <start> i think you re just wasting your time . <end>, <start> je pense que vous etes juste en train de gaspiller votre temps . <end>,je pense que vous hallucinez simplement votre temps . 
 <start> there are lots of eggs in that box . <end>," <start> dans cette boite , il y a beaucoup d ufs . <end>",dans cette boite il y a plein d ufs . 
 <start> don t patronize me . <end>, <start> ne me traite pas avec condescendance . <end>,ne me traite pas avec condescendance . 
 <start> never tell lies . <end>, <start> ne dites jamais de mensonges . <end>,ne dites jamais de mensonges . 
 <start> you need to come home right now . <end>, <start> tu dois rentrer a la maison tout de suite . <end>,il te faut rentrer a la maison tout de suite . 
 <start> my son is going to leave for france next week . <end>, <start> mon fils part pour la france la semaine prochaine . <end>,mon fils part pour la france la semaine prochaine . 
 <start> i have something that might interest you . <end>, <start> je detiens quelque chose qui pourrait t interesser . <end>,j ai quelque chose qui pourrait vous interesser a vous . 
 <start> i d like to get a refund . <end>, <start> j aimerais me faire rembourser . <end>,j aimerais me faire rembourser . 
 <start> they weren t invited . <end>, <start> elles n ont pas ete invitees . <end>,ils n ont pas ete invitees . 
 <start> i love collecting stones at the beach . <end>," <start> j adore ramasser des galets , a la plage . <end>","j adore ramasser des galets , la plage . "
" <start> if you don t miss the train , you ll get there in time . <end>"," <start> si vous ne manquez pas le train , vous y serez a temps . <end>","si vous ne manquez pas le train , vous y serez a temps . "
 <start> i go to work . <end>, <start> je me rends au travail . <end>,je vais travailler . 
 <start> this dog is big . <end>, <start> ce chien est massif . <end>,ce chien est gros . 
 <start> i had no time to eat . <end>, <start> je n ai pas eu le temps de manger . <end>,je n ai pas eu le temps de manger . 
 <start> the people here are accustomed to the cold . <end>, <start> les gens ici sont accoutumes au froid . <end>,les gens ici sont habitues au froid . 
 <start> let s list all the reasons we need to do this . <end>, <start> listons toutes les raisons pour lesquelles nous avons besoin de faire ceci . <end>,listons tous les raisons pour nous avons besoin de faire ceci . 
" <start> unfortunately , i already have plans for that day . <end>"," <start> malheureusement , j ai deja quelque chose de prevu ce jour la . <end>","malheureusement , j ai deja quelque des prevu pour ce jour la . "
" <start> could i speak to you for a moment , tom ? <end>"," <start> est ce que je peux te parler un instant , tom ? <end>","puis je te parler un moment , tom ? "
 <start> we want to know who s the best . <end>, <start> nous voulons savoir qui est le meilleur . <end>,nous voulons savoir qui est le meilleur . 
 <start> i m really disappointed . <end>, <start> je suis vraiment decue . <end>,je suis vraiment decu . 
 <start> i want you to know how sorry i am . <end>, <start> je veux que vous sachiez combien je suis desole . <end>,je veux que tu saches combien je suis desolee . 
 <start> you re very helpful . <end>, <start> vous etes fort serviable . <end>,vous etes tres serviable . 
 <start> tom kept his illness a secret . <end>, <start> tom a garde sa maladie secrete . <end>,tom tint sa maladie secret . 
 <start> i hope tom will get well soon . <end>, <start> j espere que tom ira bientot mieux . <end>,j espere que tom ira bientot mieux . 
 <start> you must be careful when talking to a european . <end>, <start> tu dois faire attention lorsque tu parles a un europeen . <end>,tu dois faire attention quand il parle a une union . 
 <start> i ll never forget our first date . <end>, <start> je n oublierai jamais la premiere fois que nous sommes sortis ensemble . <end>,je n oublierai jamais notre premier part . 
 <start> i have plenty of friends . <end>, <start> j ai plein d amis . <end>,j ai plein d amies . 
 <start> he was happily married . <end>, <start> il a eu un mariage heureux . <end>,il etait bien marie . 
 <start> she slowly closed her eyes . <end>, <start> elle ferma lentement les yeux . <end>,elle ferma lentement les yeux . 
 <start> that would be interesting . <end>, <start> cela serait interessant . <end>,ca serait interessant . 
 <start> i m getting used to eating alone . <end>, <start> je m habitue a manger seule . <end>,je m habitue a manger seul . 
 <start> the man ate bread . <end>, <start> l homme mangea du pain . <end>,l homme mangea du pain . 
 <start> has he arrived already ? <end>, <start> est il deja arrive ? <end>,est il deja arrive ? 
 <start> why didn t you call me sooner ? <end>, <start> pourquoi ne m avez vous pas appele plus tot ? <end>,pourquoi ne m avez vous pas appele plus tot ? 
 <start> i m kind of full . <end>," <start> j ai , pour ainsi dire , trop mange . <end>",je suis un peu rassasie . 
 <start> what does that gentleman do for a living ? <end>, <start> qu est ce que ce monsieur fait dans la vie ? <end>,que fait ce monsieur ? 
 <start> you must realize that by now . <end>," <start> tu dois en prendre conscience , a l heure qu il est . <end>",il te faut prendre conscience a present . 
 <start> don t touch me . <end>, <start> ne me touche pas ! <end>,ne me touche pas ! 
 <start> it s yours . <end>, <start> c est le tien . <end>,c est le votre . 
 <start> did you win the case ? <end>, <start> as tu eu gain de cause ? <end>,as tu eu gain de cause ? 
" <start> i thought you might be lonely , so i came over with a bottle of wine . <end>", <start> j ai pense que vous pourriez vous sentir seul alors je suis venu avec une bouteille de vin . <end>,je pensais que tu pourrais te sentir seule alors je suis venu avec une bouteille de vin . 
 <start> all my stuff is here . <end>, <start> toutes mes affaires sont ici . <end>,tous mes affaires sont ici . 
 <start> i can t believe your mom let you go . <end>, <start> je n arrive pas a croire que votre mere vous aie laissees partir . <end>,je n arrive pas a croire que votre mere t aie laissee y aller . 
 <start> tom is extremely patient . <end>, <start> tom est extremement patient . <end>,tom est extremement patient . 
 <start> he s sitting in the waiting room . <end>, <start> il est assis en salle d attente . <end>,il est assis dans la salle d attente . 
 <start> i can t run as fast as you . <end>, <start> je ne peux pas courir aussi vite que toi . <end>,je ne peux pas courir aussi vite que toi . 
 <start> i can now die a happy man . <end>, <start> je peux desormais mourir heureux . <end>,je peux maintenant mourir heureux . 
 <start> i am getting a cold . <end>, <start> je suis en train d attraper froid . <end>,j ai attrape froid . 
 <start> sing me a song . <end>, <start> chante moi une chanson . <end>,chante moi une chanson . 
 <start> it s all or nothing . <end>, <start> c est tout ou rien . <end>,tout est tout ou rien . 
 <start> do you know why spring rolls are called spring rolls ? <end>, <start> sais tu pourquoi les rouleaux de printemps sont ainsi nommes ? <end>,savez vous pourquoi les rouleaux de printemps sont ainsi ainsi ? 
 <start> i go to hiroshima three times a month . <end>, <start> je vais a hiroshima trois fois par mois . <end>,je vais hiroshima trois fois par mois . 
 <start> do you have a twin brother ? <end>, <start> as tu un frere jumeau ? <end>,avez vous un frere jumeau ? 
 <start> i wish you hadn t found me . <end>, <start> j aurais aime que tu ne m aies pas trouve . <end>,j aimerais que vous ne me trouvez pas . 
 <start> they re not evil . <end>, <start> elles ne sont pas mauvaises . <end>,elles ne sont pas mauvais . 
 <start> are you ready for christmas ? <end>, <start> es tu pret pour noel ? <end>,es tu prete pour noel ? 
 <start> i kind of like this place . <end>, <start> j aime assez cet endroit . <end>,j aime bien cet endroit . 
 <start> the pentagram is an important symbol in witchcraft . <end>, <start> le pentacle est un symbole important en sorcellerie . <end>,le taureau est un symbole universel de fonds . 
 <start> i need to be alone . <end>, <start> j ai besoin d etre seul . <end>,il me faut etre seul . 
 <start> i d prefer to speak to you in private . <end>, <start> je prefererais m entretenir avec vous en prive . <end>,je prefererais te parler en prive . 
 <start> it s pretty hot . <end>, <start> il fait plutot chaud . <end>,c est assez chaud . 
 <start> tom will do a great job . <end>, <start> tom fera un excellent travail . <end>,tom fera un excellent travail . 
 <start> i don t put sugar in my coffee . <end>, <start> je ne mets pas de sucre dans mon cafe . <end>,je ne mets pas de sucre dans mon cafe . 
 <start> can i have the paper when you re finished with it ? <end>, <start> puis je avoir le journal une fois que tu en auras termine ? <end>,puis je avoir le journal quand tu auras termine ? 
 <start> his daughter and my son are good friends . <end>, <start> sa fille et mon fils sont de bons amis . <end>,sa fille et mon fils sont de bons amis . 
 <start> i don t want to stay . <end>, <start> je ne veux pas rester . <end>,je ne veux pas rester . 
 <start> do you have any idea who did this ? <end>, <start> as tu la moindre idee de qui l a fait ? <end>,avez vous la moindre idee de qui l a fait ? 
 <start> did you see anyone leave ? <end>, <start> avez vous vu qui que ce soit s en aller ? <end>,avez vous vu qui que ce soit s y va ? 
 <start> i have to answer the phone . <end>, <start> je dois repondre au telephone . <end>,il me faut repondre au telephone . 
 <start> i want to have my own room . <end>, <start> je veux ma propre chambre . <end>,je veux avoir ma propre chambre . 
 <start> i want this room cleaned . <end>, <start> je veux que cette piece soit nettoyee . <end>,je veux que cette piece soit nettoyee . 
 <start> i need to know everything that you know about tom . <end>, <start> j ai besoin de savoir tout ce que vous connaissez a propos de tom . <end>,j ai besoin de savoir tout ce que tu sais a tom . 
 <start> it is not going to rain this evening . <end>, <start> il ne va pas pleuvoir ce soir . <end>,il ne va pas pleuvoir ce soir . 
 <start> i was very tired . <end>, <start> j etais tres fatigue . <end>,j etais tres fatigue . 
 <start> there are plenty of fresh eggs on the table . <end>, <start> il y a plein d ufs frais sur la table . <end>,il y a plein d ufs frais sur la table . 
 <start> i m looking for my mobile phone . <end>, <start> je cherche mon cellulaire . <end>,je cherche mon cellulaire . 
 <start> somebody saw you . <end>, <start> quelqu un vous a vues . <end>,quelqu un t a vue . 
 <start> i ve got something to do . <end>, <start> j ai une chose a faire . <end>,j ai quelque chose a faire . 
 <start> it was all so easy . <end>, <start> tout etait si facile . <end>,tout etait si facile . 
 <start> he always borrows money from me . <end>, <start> il m emprunte toujours de l argent . <end>,il m a toujours emprunte de l argent . 
