Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> don t touch my camera . <end>, <start> ne touche pas a mon appareil photo . <end>,ne touche pas a mon appareil photo . 
 <start> my dog often pretends to be asleep . <end>, <start> mon chien fait souvent semblant de dormir . <end>,mon chien fait souvent semblant de dormir . 
 <start> i can t wait to get there . <end>, <start> j ai hate d y etre . <end>,j ai hate de m y rendre . 
 <start> live and let live . <end>, <start> occupe toi de ta vie et laisse vivre les autres . <end>,vivre et laisse vivre . 
 <start> local shops do good business with tourists . <end>, <start> les boutiques locales gagnent beaucoup d argent grace aux touristes . <end>,les magasins du coin effectuent de bons joueurs . 
 <start> tom cheats . <end>, <start> tom triche . <end>,tom triche . 
 <start> i don t think it s a wolf . <end>, <start> je ne pense pas qu il s agisse d un loup . <end>,je ne pense pas que ce soit un loup . 
 <start> i m sick and tired of eating zucchinis every day . <end>, <start> je n en peux vraiment plus de manger des courgettes tous les jours . <end>,j en ai assez de manger des courgettes tous les jours . 
 <start> i wasn t really listening . <end>, <start> je n ecoutais pas vraiment . <end>,je n etais pas vraiment en train de ecouter . 
 <start> it s just a rumor . <end>, <start> ce n est qu une rumeur . <end>,ce n est qu une rumeur . 
 <start> how did you get into harvard ? <end>, <start> comment etes vous entres a harvard ? <end>,comment etes vous entree a harvard ? 
 <start> possibly the factory will be closed down next week . <end>, <start> il est possible que l usine soit fermee la semaine prochaine . <end>,l usine sera eclairee par la semaine prochaine . 
 <start> have you been told about the problem ? <end>, <start> vous a t on parle du probleme ? <end>,vous a t on parle du probleme ? 
 <start> we all live in the same neighborhood . <end>, <start> nous vivons tous dans le meme quartier . <end>,nous vivons tous dans le meme quartier . 
 <start> i can t get the car to start . <end>, <start> je n arrive pas a faire demarrer la voiture . <end>,je ne peux pas passer la voiture pour lancer . 
 <start> he went to work in spite of his illness . <end>, <start> il est alle travailler bien qu il soit malade . <end>,il est alle au travail malgre sa maladie . 
" <start> men do not exist in this world to become rich , but to become happy . <end>"," <start> les hommes ne sont pas en ce monde pour devenir riches , mais pour devenir heureux . <end>",les hommes ne poussent pas dans ce monde pour devenir riches mais en etre heureux . 
 <start> i believe this is mine . <end>, <start> je crois que c est le mien . <end>,je crois que c est le mien . 
 <start> i am afraid to go . <end>, <start> j ai peur de m y rendre . <end>,j ai peur de m y rendre . 
 <start> tom has some nosy neighbors . <end>, <start> tom a quelques voisins indiscrets . <end>,tom a quelques voisins indiscrets . 
 <start> she hit him . <end>, <start> elle le frappa . <end>,elle l a frappe . 
 <start> i asked her to go to a movie with me . <end>, <start> je lui demandai d aller voir un film avec moi . <end>,je lui ai demande d aller voir un film avec moi . 
" <start> the higher you go , the lower the temperature . <end>"," <start> plus haut tu montes , plus la temperature chute . <end>","plus haut vous montes , plus la temperature chute . "
" <start> i have many friends who speak fluently , but still don t sound like native speakers . <end>", <start> j ai de nombreux amis qui parlent couramment mais qui ne parlent toujours pas comme des locuteurs natifs . <end>,j ai beaucoup d amies qui parlent couramment mais malgre les locuteurs natifs . 
 <start> i am not always at home on sundays . <end>, <start> je ne suis pas toujours a la maison le dimanche . <end>,je ne suis pas toujours a la maison le dimanche . 
" <start> i saw her five days ago , he said . <end>", <start> il a dit je l ai vue il y a cinq jours . <end>,il a dit il y a cinq jours . 
 <start> avoid it at all cost . <end>, <start> evitez le a tout prix . <end>,evite le a tout prix . 
 <start> the boy came running into the room . <end>, <start> le garcon entra dans la piece en courant . <end>,le garcon arriva dans la piece . 
 <start> i don t know whether to accept or refuse . <end>, <start> je ne sais pas si je dois accepter ou refuser . <end>,je ne sais pas si j accepte d accepter . 
 <start> tom did not want to throw anything away because he thought that he might need it in the future . <end>, <start> tom ne voulait rien jeter parce qu il pensait qu il pourrait en avoir besoin a l avenir . <end>,tom ne voulait rien jeter parce qu il pensait qu il pourrait en avoir besoin a l avenir . 
" <start> we can argue about how to best achieve these goals , but we can t be complacent about the goals themselves . <end>"," <start> nous pouvons debattre de la meilleure maniere d atteindre ces objectifs , mais nous ne pouvons pas etre complaisants au sujet des objectifs meme . <end>","nous pouvons debattre de la meilleure maniere d atteindre ces objectifs , mais nous ne pouvons pas etre complaisants au sujet des objectifs . "
 <start> i hate school . <end>, <start> je deteste l ecole . <end>,je deteste l ecole . 
 <start> i want to do it for you . <end>, <start> je veux le faire pour toi . <end>,je veux le faire pour toi . 
 <start> he began to sweat . <end>, <start> il se mit a transpirer . <end>,il commenca a transpirer . 
 <start> we didn t kiss . <end>, <start> on ne s est pas embrasses . <end>,nous n avons pas embrasse . 
" <start> i m sorry , but it s past your bedtime . <end>"," <start> je suis desole , mais l heure d aller te coucher est passee . <end>","je suis desole , mais l heure d dormir . "
 <start> he lost sight of his friend in the crowd . <end>, <start> il a perdu son ami de vue dans la foule . <end>,il a perdu de vue son ami dans la foule . 
 <start> not all change is bad . <end>, <start> tout changement n est pas mauvais . <end>,tous les changements ne sont pas mauvais . 
 <start> he will look after the cats for me while i m abroad . <end>, <start> il s occupera des chats pour moi quand je serai a l etranger . <end>,il s occupera des chats pour mon depart . 
 <start> you re under arrest for endangering the welfare of a minor . <end>, <start> vous etes en etat d arrestation pour mise en danger du bien etre d un mineur . <end>,tu es en emu pour preserver les kanji d un trait natif . 
 <start> would you like to talk ? <end>, <start> aimeriez vous discuter ? <end>,aimeriez vous parler ? 
 <start> take care not to catch a cold . <end>, <start> prenez garde de ne pas prendre un rhume ! <end>,prends garde de ne pas contracter un rhume ! 
 <start> we know enough . <end>, <start> nous en savons assez . <end>,nous en savons assez . 
 <start> they stayed at a very expensive hotel . <end>, <start> ils ont sejourne dans un hotel tres onereux . <end>,ils ont sejourne dans un hotel tres onereux . 
 <start> can you do it faster ? <end>, <start> es tu en mesure de le faire plus vite ? <end>,peux tu le faire plus vite ? 
 <start> are you telling me that i can t go ? <end>, <start> etes vous en train de me dire que je ne peux pas y aller ? <end>,es tu en train de me dire que je ne peux pas y aller ? 
 <start> i participated in the discussion . <end>, <start> j ai participe a la discussion . <end>,j ai participe a la discussion . 
 <start> i hate halloween . <end>, <start> je deteste halloween . <end>,je deteste halloween . 
 <start> why would anybody kiss me ? <end>, <start> pourquoi quelqu un m embrasserait il ? <end>,pourquoi quiconque m embrasserait il ? 
 <start> you are seriously ill . <end>, <start> vous etes un grand malade . <end>,tu es serieusement malade . 
 <start> the power went out . <end>, <start> l electricite a ete coupee . <end>,le plus est sorti . 
 <start> he did it the way i told him to . <end>, <start> il l a fait de la maniere dont je lui avais indique . <end>,il l a fait de la maniere dont je lui avais indique . 
 <start> i ve finally gotten over my cold . <end>, <start> j ai finalement reussi a surmonter mon rhume . <end>,j ai finalement ete enleve de mon rhume . 
 <start> can you read that ? <end>, <start> parviens tu a lire ca ? <end>,peux tu lire ca ? 
 <start> i love all of you . <end>, <start> je vous aime tous . <end>,je vous aime tous . 
 <start> tell me how you did it . <end>, <start> dites moi comment vous l avez fait ! <end>,dites moi comment vous l avez fait ! 
 <start> tom s adopted . <end>, <start> tom est adopte . <end>,tom est adopte . 
" <start> if i were you , i d ask him . <end>"," <start> si j etais vous , je lui demanderais . <end>","si j etais toi , je lui demanderais . "
 <start> i stuck my hands in my pockets . <end>, <start> j ai mis les mains dans mes poches . <end>,j ai mis mes mains dans mes poches . 
 <start> tom admitted that he was scared . <end>, <start> tom reconnut qu il avait peur . <end>,tom a admis avoir peur . 
 <start> i don t want to go out in this kind of weather . <end>, <start> je ne veux pas sortir par ce temps . <end>,je ne veux pas sortir par ce temps . 
 <start> they may leave tomorrow . <end>, <start> il se peut qu ils partent demain . <end>,ils peuvent partir demain . 
 <start> i felt responsible . <end>, <start> je me suis senti responsable . <end>,je me suis sentie responsable . 
 <start> some people only get married to prevent their wives from marrying somebody else . <end>, <start> certains ne se marient que pour empecher leurs femmes de se marier avec d autres . <end>,certaines personnes ne se sont plus mariees afin de prevenir quelqu un d autre . 
 <start> how come i ve never seen you here before ? <end>, <start> comment se fait il que je ne t ai jamais vu ici auparavant ? <end>,comment se fait il que je ne vous ai jamais vue ici auparavant ? 
 <start> i didn t expect you to turn up here . <end>, <start> je ne m attendais pas a ce que tu te montres ici . <end>,je ne m attendais pas a ce que tu te montres ici . 
 <start> she will always be in my heart . <end>, <start> elle sera toujours dans mon c ur . <end>,elle sera toujours dans mon c ur . 
 <start> i gave you fair warning . <end>, <start> je t ai bien assez avertie . <end>,je t ai suffisamment avertie . 
 <start> you are the one . <end>, <start> vous etes l elue . <end>,tu es celui la . 
 <start> you have to do it by yourself . <end>, <start> tu dois le faire toi meme . <end>,il vous faut le faire par vous meme . 
 <start> don t argue with a woman when she s tired . <end>, <start> il ne faut pas se disputer avec une femme lorsqu elle est fatiguee . <end>,ne vous tracassez pas d une femme quand elle est fatiguee . 
 <start> his office is on the eighth floor . <end>, <start> son bureau se situe au huitieme etage . <end>,son bureau est au huitieme etage . 
 <start> the president spoke to the nation on tv . <end>, <start> le president s est adresse a la nation a la television . <end>,le maire a parle a la nation sur la television . 
 <start> i m very sad . <end>, <start> je suis tres triste . <end>,je suis tres triste . 
 <start> do you mean to go ? <end>, <start> veux tu y aller ? <end>,voulez vous y aller ? 
 <start> i never for a moment imagined that i d be singled out for a full body search . <end>, <start> je n ai jamais imagine un seul instant que je serais designe pour une fouille au corps complete . <end>,je n ai jamais imagine un instant que je serais designe pour un fouille complet . 
 <start> nobody s going to hurt you . <end>, <start> personne ne va vous faire de mal . <end>,personne ne va te faire de mal . 
 <start> i think we re already too late . <end>, <start> je pense que nous sommes deja trop en retard . <end>,je pense que nous sommes deja trop tard . 
 <start> i don t think tom can play the trumpet . <end>, <start> je ne pense pas que tom puisse jouer de la trompette . <end>,je ne pense pas que tom puisse jouer de la trompette . 
 <start> i m wondering if i love her . <end>, <start> je me demande si je l aime . <end>,je me demande si je l aime . 
 <start> we need somebody with bold new ideas . <end>, <start> nous avons besoin de quelqu un avec de nouvelles idees audacieuses . <end>,nous avons besoin de quelqu un avec de nouvelles idees audacieuses . 
 <start> i m sure that i can do that . <end>, <start> je suis sur que je peux le faire . <end>,je suis sur de pouvoir le faire . 
 <start> i d like to talk about your situation . <end>, <start> j aimerais m entretenir de votre situation . <end>,j aimerais m entretenir de ta situation . 
 <start> i never oversleep . <end>, <start> je n oublie jamais de me reveiller . <end>,je n oublie jamais de me reveiller . 
" <start> i wanted to discuss this with you yesterday , but you didn t seem to want to listen . <end>"," <start> je voulais en discuter avec toi , hier , mais tu ne semblais pas dispose a ecouter . <end>","je voulais en discuter avec toi , hier , mais tu ne semblais pas disposee a ecouter . "
 <start> could you explain it more simply ? <end>, <start> pourrais tu l expliquer plus simplement ? <end>,pourriez vous l expliquer plus simplement ? 
 <start> the sound came from that direction . <end>, <start> le son venait de cette direction . <end>,le son a part de cette direction . 
 <start> tom believes everything mary says . <end>, <start> tom croit tout ce que marie lui dit . <end>,tom croit tout ce que marie dit . 
 <start> i take a shower every morning . <end>, <start> je prends une douche tous les matins . <end>,je prends une douche tous les matins . 
 <start> the room is empty . <end>, <start> la piece est vide . <end>,la piece est vide . 
" <start> as more paper money came into use , the value fell . <end>"," <start> puisque plus de monnaie papier est entree en usage , la valeur a chute . <end>","puisque plus de monnaie papier est entree en usage , la valeur a chute . "
 <start> my phone has a caller id that lets me screen my calls . <end>, <start> mon telephone a une fonction d identification de l appelant qui me permet de filtrer mes appels . <end>,mon telephone a une fonction d identification de l appelant qui permet de filtrer mes appels . 
 <start> this train runs between new york and boston . <end>, <start> ce train va de new york a boston . <end>,ce train va de new york et boston . 
 <start> tom knew there wasn t much he could do about it . <end>, <start> tom savait qu il ne pouvait pas y faire grand chose . <end>,tom savait qu il n y avait pas grand chose qu il pouvait y faire . 
 <start> today is the fifth day of continual stock price decline . <end>, <start> aujourd hui est le cinquieme jour de declin continu des cours de bourse . <end>,aujourd hui est le cinquieme jour de declin continu des cours de bourse . 
 <start> give me some time to think . <end>, <start> donne moi un peu de temps pour reflechir . <end>,donne moi du temps pour reflechir . 
 <start> don t make the same mistake twice . <end>, <start> ne commettez pas deux fois la meme erreur ! <end>,ne commettez pas deux fois la meme erreur ! 
 <start> don t be scared to meet new people . <end>, <start> ne sois pas effraye de rencontrer des gens nouveaux ! <end>,ne craignez pas de rencontrer des gens nouveaux ! 
 <start> can you keep the noise down ? <end>, <start> ne pouvez vous pas faire moins de bruit ? <end>,peux tu garder ce bruit ? 
 <start> i wish i had a million dollars . <end>, <start> j aimerais disposer d un million de dollars . <end>,j aimerais avoir un million de dollars . 
 <start> i m attracted to him . <end>, <start> je suis attiree par lui . <end>,je suis attiree par lui . 
 <start> choose a password that is easy to remember but difficult to guess . <end>," <start> choisissez un mot de passe facile a retenir , mais difficile a deviner . <end>","choisissez un mot de passe facile a retenir , mais difficile a deviner . "
 <start> they are eating their apples . <end>, <start> ils sont en train de manger leurs pommes . <end>,ils sont en train de manger leurs pommes . 
 <start> this is hogwash . <end>, <start> ce sont des foutaises . <end>,ce sont des foutaises . 
 <start> you re acting like a small child . <end>, <start> tu te comportes comme un petit enfant . <end>,tu te comportes comme un petit enfant . 
" <start> in autumn , leaves change color and fall . <end>"," <start> en automne , les feuilles changent de couleur et choient . <end>","en automne , les feuilles changent de couleur et tomber . "
 <start> he isn t as old as my brother . <end>, <start> il n est pas aussi age que mon frere . <end>,il n est pas aussi vieux que mon frere . 
 <start> he often comes late . <end>, <start> il arrive souvent en retard . <end>,il arrive souvent en retard . 
 <start> do we have to take the bus ? <end>, <start> devons nous prendre le bus ? <end>,devons nous prendre le bus ? 
 <start> i like it when you sing . <end>, <start> j aime lorsque vous chantez . <end>,j aime que vous chantiez . 
 <start> he is afraid of making mistakes . <end>, <start> il a peur de faire des erreurs . <end>,il a peur de commettre des erreurs . 
 <start> some people are still worried . <end>, <start> quelques personnes sont toujours inquietes . <end>,certaines personnes sont encore inquiets . 
 <start> was the movie good ? <end>, <start> est ce que le film etait bien ? <end>,le film etait il bon ? 
 <start> there are a lot of bridges in this city . <end>, <start> il y a de nombreux ponts dans cette ville . <end>,il y a beaucoup de ponts dans cette ville . 
 <start> i think we have to tell tom . <end>, <start> je pense que nous devons le dire a tom . <end>,je pense que nous devons le dire a tom . 
 <start> the world is changing more and more quickly . <end>, <start> le monde change de plus en plus vite . <end>,le monde change de plus en plus vite . 
 <start> i m not surprised you don t remember . <end>, <start> je ne suis pas surpris que vous ne vous en souveniez pas . <end>,je ne suis pas surprise que vous ne vous en souveniez pas . 
 <start> take your umbrella with you . <end>, <start> prenez un parapluie avec vous . <end>,prends ton parapluie avec toi . 
 <start> i m thirsty . <end>, <start> j ai soif . <end>,j ai soif . 
 <start> you are very rich . <end>, <start> tu es tres riche . <end>,tu es tres riche . 
" <start> if tom had had something to throw , he d have thrown it . <end>"," <start> si tom avait eu quelque chose a jeter , il l aurait jete . <end>","si tom avait eu quelque chose a jeter , il l aurait jete . "
 <start> no one really knows . <end>, <start> personne ne le sait vraiment . <end>,personne ne le sait vraiment . 
 <start> you look just like my sister . <end>, <start> vous ressemblez exactement a ma s ur . <end>,tu ressembles tout a ma s ur . 
 <start> i m not done with you yet . <end>, <start> moi je n en ai pas encore fini avec vous . <end>,je n en ai pas encore fini avec toi . 
 <start> she has a comfortable income to live on . <end>, <start> elle a un revenu confortable pour vivre . <end>,elle a un revenu confortable pour vivre . 
 <start> i can t believe this is happening . <end>, <start> je n arrive pas a croire que ca a lieu . <end>,je n arrive pas a croire que ca arrive . 
 <start> we re really lucky . <end>, <start> nous avons vraiment de la chance . <end>,nous avons vraiment de la chance . 
 <start> how much did you win ? <end>, <start> combien avez vous gagne ? <end>,combien as tu gagne ? 
 <start> did you study french yesterday ? <end>, <start> as tu etudie le francais hier ? <end>,as tu etudie le francais hier ? 
 <start> you never get a second chance to make a first impression . <end>, <start> tu n as jamais une seconde occasion de faire une premiere impression . <end>,vous ne faites jamais une seconde occasion de faire par impression . 
 <start> those shoes won t do for climbing . <end>, <start> ces chaussures ne feront pas l affaire pour l escalade . <end>,ces chaussures ne feront pas l affaire pour l escalade . 
 <start> stop screaming in my ears . <end>, <start> arretez de me hurler dans les oreilles ! <end>,arrete de me hurler dans les oreilles ! 
 <start> that will please my father . <end>, <start> ca plaira a mon pere . <end>,ca plaira a mon pere . 
 <start> you don t have to talk about it if you don t want to . <end>, <start> vous n etes pas obliges d en parler si vous ne voulez pas . <end>,tu n es pas oblige d en parler si tu ne veux pas . 
 <start> i didn t know that dogs swim well . <end>, <start> je ne savais pas que les chiens nageaient bien . <end>,je ne savais pas que les chiens nageaient bien . 
 <start> i m glad you brought that up . <end>, <start> je suis ravi que tu aies mis cela sur la table . <end>,je suis heureux que tu aies mentionne cela . 
 <start> he sat next to her . <end>, <start> il s est assis pres d elle . <end>,il s est assis a cote d elle . 
 <start> i m the bad one . <end>," <start> la mauvaise personne , c est moi . <end>",je suis le mauvais . 
 <start> how do you put up with all the noise ? <end>, <start> comment supportes tu tout ce bruit ? <end>,comment supportez vous tout ce bruit ? 
 <start> we re not serious . <end>, <start> nous ne sommes pas serieux . <end>,nous ne sommes pas serieuses . 
 <start> i need a coat . <end>, <start> il me faut un manteau . <end>,j ai besoin d un manteau . 
 <start> are you ready now ? <end>, <start> etes vous prets maintenant ? <end>,etes vous prete maintenant ? 
 <start> whatever happened to your pride ? <end>, <start> qu est il advenu de votre fierte ? <end>,qu est il advenu de ta fierte ? 
 <start> tom turned off the engine and shut off the headlights . <end>, <start> tom a eteint le moteur et coupe les phares . <end>,tom a eteint le moteur et ferme les phares . 
 <start> take his car keys . <end>, <start> prends ses cles de voiture . <end>,prenez les cles de voiture . 
 <start> let s clean the entire office next saturday . <end>, <start> nettoyons entierement le bureau samedi prochain . <end>,nettoyons entierement le travail samedi prochain . 
 <start> better to be the head of a dog than the tail of a lion . <end>, <start> il vaut mieux etre la tete d un chien que la queue d un lion . <end>,mieux vaut etre la tete d un chien que la queue d un lion . 
 <start> i know what you want to talk about . <end>, <start> je sais ce dont tu veux parler . <end>,je sais ce dont tu veux parler . 
 <start> i m surprised to see you smoking . you didn t used to . <end>, <start> ca me surprend de te voir fumer . tu n en avais pas l habitude . <end>,je suis etonnee de vous voir fumer . vous n en etes pas habitue . 
 <start> i ll be glad to come . <end>, <start> je serais content de venir . <end>,je serai heureux de venir . 
" <start> i ve got no place to go , so i m going to stay here . <end>", <start> je n ai nulle part ou aller alors je vais rester ici . <end>,je n ai nulle part ou aller alors je vais rester ici . 
 <start> gasoline is sold by the liter . <end>, <start> l essence se vend au litre . <end>,l essence est vendue au litre . 
 <start> please be careful . <end>, <start> veuillez etre prudent . <end>,"soyez prudente , je vous prie . "
 <start> she sent me a present in return for my advice . <end>, <start> elle m a envoye un cadeau en remerciement de mes conseils . <end>,elle m a envoye un cadeau en remerciement de mes conseils . 
 <start> i have long blonde hair . <end>, <start> j ai de longs cheveux blonds . <end>,j ai de longs cheveux blonds . 
 <start> you shouldn t write in library books . <end>, <start> tu ne devrais pas ecrire dans les livres de la bibliotheque . <end>,tu ne devrais pas ecrire dans les livres de la bibliotheque . 
 <start> i thought you were broke . <end>, <start> je pensais que tu etais fauche . <end>,je pensais que tu etais fauchee . 
 <start> tom forgot . <end>, <start> tom oublia . <end>,tom a oublie . 
 <start> no charges have been filed against the suspect . <end>, <start> aucune plainte n a ete deposee contre le suspect . <end>,aucune plainte n a ete deposee contre le suspect . 
 <start> i m worried about the future . <end>, <start> je m inquiete pour l avenir . <end>,je me fais du souci a propos de l avenir . 
 <start> you re very funny . <end>, <start> tu es tres marrante . <end>,tu es tres marrante . 
 <start> i have not more than three thousand yen . <end>, <start> je n ai pas plus de trois mille yens . <end>,je n ai pas plus de trois mille yens . 
 <start> make it quick . <end>, <start> faites vite ! <end>,faites vite ! 
 <start> it never happened . <end>, <start> ca ne s est jamais produit . <end>,ca n est jamais arrive . 
 <start> may i have your name and address ? <end>, <start> puis je avoir votre nom et adresse ? <end>,puis je avoir votre nom et adresse ? 
 <start> that s the choice i made . <end>, <start> c est le choix que j ai fait . <end>,c est le choix que j ai fait . 
 <start> why didn t you tell us there was a witness ? <end>, <start> pourquoi ne nous as tu pas dit qu il y avait un temoin ? <end>,pourquoi ne nous l avez vous pas dit d avoir un temoin ? 
 <start> let s try it . <end>, <start> essayons la . <end>,essayons ca ! 
 <start> you d probably really enjoy this book . <end>, <start> tu apprecierais probablement beaucoup ce livre . <end>,tu apprecierais probablement tous ce livre . 
 <start> it s suicide . <end>, <start> c est du suicide . <end>,c est suicide . 
 <start> do you need a deposit ? <end>, <start> avez vous besoin d une caution ? <end>,avez vous besoin d une caution ? 
 <start> come alone . <end>, <start> venez seuls ! <end>,venez seules ! 
 <start> how did you know we were here ? <end>, <start> comment saviez vous que nous etions la ? <end>,comment savais tu que nous etions la ? 
 <start> i ve been to boston quite a few times . <end>, <start> je suis allee a boston a plusieurs reprises . <end>,il y a quelques fois a boston . 
 <start> you look amazing . <end>, <start> tu as l air resplendissante . <end>,tu as l air resplendissante . 
 <start> stay in bed . <end>, <start> reste alite ! <end>,reste au lit ! 
 <start> it is snowing . <end>, <start> il neige . <end>,il neige . 
 <start> they want you dead . <end>, <start> elles vous veulent mortes . <end>,elles vous veulent morte . 
 <start> when did you finish the work ? <end>, <start> quand avez vous fini le travail ? <end>,quand avez vous termine le travail ? 
 <start> there was almost no color in his face . <end>, <start> il n y avait presque plus de couleur sur son visage . <end>,il n y avait presque pas de loisirs dans son visage . 
 <start> i like it when you sing . <end>, <start> j aime quand tu chantes . <end>,j aime que vous chantiez . 
 <start> he has just as many books as his father does . <end>, <start> il a autant de livres que son pere . <end>,il est juste autant de livres que son pere . 
 <start> i didn t walk for a year . <end>, <start> je n ai pas marche pendant un an . <end>,je n ai pas marche par an . 
 <start> i was more than a little shocked by this . <end>, <start> je fus plus qu un peu choquee par cela . <end>,j etais plus qu un peu choque par cela . 
 <start> how many years was tom in boston ? <end>, <start> combien d annees tom a t il ete a boston ? <end>,combien d annees tom a t il ete a boston ? 
 <start> tom began putting on his shoes . <end>, <start> tom commenca a mettre ses chaussures . <end>,tom a commence a mettre fin de ses chaussures . 
 <start> what s in the bag ? <end>, <start> qu y a t il dans le sac ? <end>,qu y a t il dans le sac ? 
 <start> it tastes really good . <end>, <start> c est tres bon . <end>,ca a vraiment bon gout . 
 <start> they live on the floor beneath . <end>, <start> elles vivent a l etage en dessous . <end>,ils vivent a l etage en dessous . 
 <start> shut your eyes . <end>, <start> ferme les yeux . <end>,ferme les yeux . 
" <start> which do you like better , white wine or red wine ? <end>", <start> lequel preferes tu le vin blanc ou le vin rouge ? <end>,"lequel preferez vous , le vin blanc ou du vin rouge ? "
 <start> it belongs to me . <end>, <start> ca m appartient . <end>,ca m appartient . 
 <start> i like beer . <end>, <start> j aime la biere . <end>,j aime la biere . 
 <start> i can t see well . <end>, <start> je ne parviens pas a bien voir . <end>,je ne peux pas bien voir . 
 <start> i can t focus on two things at the same time . <end>, <start> je n arrive pas a me concentrer sur deux choses a la fois . <end>,je n arrive pas a me concentrer sur deux choses a la fois . 
 <start> i don t see how that would be possible . <end>, <start> je ne vois pas comment ce serait possible . <end>,je ne vois pas comment ce serait possible . 
 <start> i just don t want to get your hopes up . <end>, <start> je ne veux tout simplement pas te faire avoir de faux espoirs . <end>,"je ne veux simplement pas faire former de faux espoirs , un point c est tout . "
 <start> i will speak to him alone . <end>, <start> je lui parlerai seul . <end>,je lui parlerai seule . 
 <start> it is a pity that you cannot come to the party . <end>, <start> c est dommage que vous ne pouvez pas venir a la fete . <end>,il est dommage que vous ne puissiez pas venir a la fete . 
 <start> i love watching you cook . <end>, <start> j adore te regarder cuisiner . <end>,j adore te regarder cuisiner . 
 <start> they abandoned the ship . <end>, <start> ils abandonnerent le navire . <end>,ils abandonnerent le navire . 
 <start> what re you all dressed up for ? <end>, <start> pourquoi etes vous tout endimanchee ? <end>,pour quelle occasion vous etes vous appretee ? 
" <start> that wasn t so hard to admit , was it ? <end>"," <start> ce n etait pas si dur a admettre , non ? <end>","ce n etait pas si difficile a admettre , non ? "
 <start> don t speak with your mouth full . <end>, <start> ne parle pas la bouche pleine . <end>,ne parlez pas la bouche pleine . 
 <start> he is proud of being a musician . <end>, <start> il est fier d etre musicien . <end>,il est fier d etre musicien . 
 <start> you have no messages . <end>, <start> vous n avez pas de messages . <end>,tu n as pas de messages . 
 <start> tom is the youngest of the three boys . <end>, <start> tom est le plus jeune des trois garcons . <end>,tom est le plus jeune des trois garcons . 
 <start> will you glance through this report ? <end>, <start> jetterez vous un il sur ce rapport ? <end>,jetterez vous un il sur ce rapport ? 
 <start> how is your last name written ? <end>, <start> comment votre nom de famille s ecrit il ? <end>,comment ton prenom part t il ? 
 <start> i was satisfied . <end>, <start> j etais satisfait . <end>,j ai ete satisfait . 
 <start> she s getting breakfast ready . <end>, <start> elle est en train de preparer le petit dejeuner . <end>,elle est en train de preparer le petit dejeuner . 
 <start> life in prison is worse than the life of an animal . <end>, <start> la vie en prison est pire que la vie d un animal . <end>,la vie en prison est pire que la vie d un animal . 
 <start> is there something in the fridge we can drink ? <end>, <start> y a t il au frigo quelque chose qu on puisse boire ? <end>,y a t il quelque chose dans le frigo ? 
 <start> we d be very interested in what you think . <end>, <start> on aimerait beaucoup connaitre votre opinion . <end>,nous serions tres interesse par ce que vous pensez . 
 <start> the train has arrived . <end>, <start> le train est arrive . <end>,le train est arrive . 
 <start> she was wearing a black hat . <end>, <start> elle portait un chapeau noir . <end>,elle portait un chapeau noir . 
 <start> she pushed him off the pier . <end>, <start> elle le poussa de la jetee . <end>,elle l a pousse a la jetee . 
 <start> i think you should grow a beard . <end>, <start> je pense que vous devriez vous faire pousser la barbe . <end>,je pense que vous devriez pousser pousser la barbe . 
 <start> he kept on telling lies . <end>, <start> il a continue a mentir . <end>,il continuait a raconter des mensonges . 
 <start> i don t want to fight you . <end>, <start> je ne veux pas me battre avec vous . <end>,je ne veux pas te battre . 
" <start> you know what they can do , don t you ? <end>"," <start> vous savez ce dont ils sont capables , n est ce pas ? <end>","tu sais ce dont ils sont capables , n est ce pas ? "
" <start> you ll like it , believe me . <end>"," <start> tu l aimeras , crois moi . <end>","tu l aimeras , crois moi . "
 <start> are you an idiot ? <end>, <start> es tu idiote ? <end>,es tu idiote ? 
 <start> she told him that she was leaving . <end>, <start> elle lui dit qu elle partait . <end>,elle lui a dit qu elle partait . 
" <start> hey , it doesn t work that way . <end>"," <start> eh , ce n est pas ainsi que ca fonctionne ! <end>","he , ca ne fonctionne pas de cette facon . "
 <start> he should be in charge . <end>, <start> il devrait etre en charge . <end>,il devrait etre en charge . 
 <start> stay positive . <end>, <start> reste positive ! <end>,reste positif ! 
 <start> tom is waiting for you . <end>, <start> tom t attend . <end>,tom t attend . 
 <start> tom has donated a lot of money to various charities . <end>, <start> tom a fait don de beaucoup d argent a divers organismes de bienfaisance . <end>,tom a fait don de beaucoup d argent a divers organismes de bienfaisance . 
 <start> she passed the examination . <end>, <start> elle reussit l examen . <end>,elle a reussi l examen . 
" <start> tom , may i have some money ? <end>"," <start> tom , est ce que je peux avoir un peu d argent ? <end>","tom , puis je avoir un peu d argent ? "
 <start> you can only use it once . <end>, <start> vous ne pouvez l utiliser qu une fois . <end>,on peut l utiliser malade . 
 <start> my father is arriving at the station at five . <end>, <start> mon pere arrive a la gare a heures . <end>,mon pere arrive a la gare a cinq heures . 
 <start> we managed to get it back without her knowing . <end>, <start> on est parvenu a le recuperer sans qu elle le sache . <end>,on s est debrouille pour le recuperer sans qu elle le sache . 
 <start> i was singing . <end>, <start> j etais en train de chanter . <end>,j etais en train de chanter . 
 <start> the book is white . <end>, <start> le livre est blanc . <end>,le livre est blanc . 
