Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> this sentence contains several mistakes . <end>, <start> cette phrase contient plusieurs erreurs . <end>,cette phrase comporte plusieurs erreurs . 
 <start> i need more information on this matter . <end>, <start> il me faut davantage d information quant a cette affaire . <end>,j ai besoin de plus d information sur cette affaire . 
 <start> i m taking an exam in january . <end>, <start> je passe un examen en janvier . <end>,je prends un examen en janvier . 
 <start> tom stood very close to mary . <end>, <start> tom se tint tres pres de mary . <end>,tom se tint tres pres de mary . 
 <start> i just can t wait . <end>, <start> je suis tres impatiente . <end>,je suis impatient . 
 <start> dogs are faithful . <end>, <start> les chiens sont fideles . <end>,les chiens sont fideles . 
 <start> we became good friends . <end>, <start> nous devinmes bonnes amies . <end>,nous sommes devenues bonnes amies . 
 <start> what are you cooking ? <end>, <start> qu est ce que tu mijotes ? <end>,qu es tu en train de cuisiner ? 
 <start> i think what you want is over here . <end>, <start> je pense que ce que tu veux se trouve ici . <end>,je pense que ce que tu veux etre termine ici . 
 <start> what is it you have in mind ? <end>, <start> qu as tu en tete ? <end>,qu avez vous en tete ? 
 <start> i put the meat we just bought in the freezer . <end>, <start> je mets la viande que nous venons d acheter au congelateur . <end>,j ai mis la viande que nous venons d acheter au congelateur . 
 <start> he got very drunk . <end>, <start> il s enivra beaucoup . <end>,il s est tres saoule . 
 <start> i had a hard time finding his house . <end>, <start> j ai eu du mal a trouver sa maison . <end>,j ai eu du mal a trouver sa maison . 
 <start> just do everything tom tells you to do . <end>, <start> fais seulement tout ce que tom te dit de faire . <end>,tout ce que tom te dit que tom te dise . 
 <start> there is a strike . <end>, <start> il y a une greve . <end>,il y a une greve . 
 <start> tom concealed his anger from mary . <end>, <start> tom dissimulait sa colere a mary . <end>,tom dissimulait sa colere contre mary . 
 <start> the date of the party is still up in the air . <end>, <start> la date de la fete n a pas encore ete arretee . <end>,la date de la fete est encore allumee . 
 <start> i think i d like to be your friend . <end>, <start> je pense que j aimerais etre votre amie . <end>,je pense que j aimerais etre votre amie . 
 <start> this is my daughter . <end>, <start> c est ma fille . <end>,c est ma fille . 
 <start> a great future lies before her . <end>, <start> un grand avenir l attend . <end>,un grand nombre d hommes avant son . 
 <start> he is respected by them . <end>, <start> il a leur respect . <end>,il leur respecte . 
 <start> we weren t tired at all . <end>, <start> nous n etions pas du tout fatigues . <end>,nous n etions pas fatiguee du tout . 
 <start> we thought his threat was only a joke . <end>, <start> nous pensions que sa menace n etait qu une plaisanterie . <end>,nous pensions que sa menace n etait qu une plaisanterie . 
 <start> it s hard to talk about your feelings . <end>, <start> il est difficile de parler de ses sentiments . <end>,il est difficile de parler de tes sentiments . 
 <start> i want to know everything . <end>, <start> je veux tout savoir . <end>,je veux tout savoir . 
 <start> i haven t seen you in a long time . <end>, <start> je ne vous ai pas vus depuis longtemps . <end>,je ne vous ai pas vus depuis longtemps . 
" <start> she was poor , but she was honest . <end>"," <start> elle etait pauvre , mais elle etait honnete . <end>","elle etait pauvre , mais elle etait honnete . "
 <start> i have known her since she was a child . <end>, <start> je la connais depuis qu elle etait enfant . <end>,je la connais depuis elle etait un enfant . 
" <start> even now , i occasionally think i d like to see you . not the you that you are today , but the you i remember from the past . <end>"," <start> meme maintenant , je pense parfois que j aimerais te voir . pas la personne que tu es aujourd hui , mais celle dont je me rappelle . <end>","meme maintenant , je pense parfois que j aimerais te voir . pas lequel tu t en remets pas . "
 <start> i think it s time for me to discuss the problem with her . <end>, <start> je pense qu il est temps que je discute du probleme avec elle . <end>,je pense qu il est temps que je discute le probleme avec elle . 
 <start> three beers and a tequila please . <end>, <start> trois bieres et une tequila s il vous plait ! <end>,trois bieres et une tequila s il vous plait ! 
 <start> have you heard from the rest of the team ? <end>, <start> avez vous entendu des nouvelles du reste de l equipe ? <end>,avez vous eu des nouvelles de l equipe ? 
 <start> she attacked him with a pair of scissors . <end>, <start> elle l a attaque avec une paire de ciseaux . <end>,elle l attaqua avec une paire de ciseaux . 
 <start> i was trying to prove something . <end>, <start> j essayais de prouver quelque chose . <end>,j essayais de prouver quelque chose . 
 <start> why aren t you studying french ? <end>, <start> pourquoi n es tu pas en train d etudier le francais ? <end>,pourquoi n es tu pas en train d etudier le francais ? 
 <start> my sister didn t help me . <end>, <start> ma s ur ne m a pas aidee . <end>,ma s ur ne m a pas aidee . 
 <start> the hard work paid off . <end>, <start> le dur labeur a paye . <end>,le dur labeur a paye . 
 <start> read this first . <end>, <start> lisez ceci en premier . <end>,lis ceci . 
" <start> suddenly , workers were laid off . <end>"," <start> soudain , ouvriers furent licencies . <end>","soudain , ouvriers etaient licencies . "
 <start> tom s leg is healing . <end>, <start> la jambe de tom est en voie de guerison . <end>,la jambe de tom est en voie de guerison . 
 <start> there were soldiers on these ships . <end>, <start> sur ces navires se trouvaient des soldats . <end>,sur pieds aux soldats . 
 <start> it has rained since yesterday . <end>, <start> il a plu depuis hier . <end>,il a plu depuis hier . 
 <start> i can t help myself . <end>, <start> c est plus fort que moi . <end>,je ne peux pas m en empecher . 
 <start> tom is very greedy . <end>, <start> tom est tres cupide . <end>,tom est tres cupide . 
 <start> he plugged in the radio . <end>, <start> il brancha la radio . <end>,il brancha la radio . 
 <start> i miss that place . <end>, <start> ce lieu me manque . <end>,cet endroit me manque . 
 <start> tom thanked everyone for waiting . <end>, <start> tom a remercie tout le monde pour leur attente . <end>,tom a remercie tout le monde d attente . 
 <start> have you seen my suspenders ? <end>, <start> as tu vu mes bretelles ? <end>,avez vous vu mes bretelles ? 
 <start> take things as they are . <end>, <start> prends les choses comme elles viennent . <end>,prends les choses telles qu elles sont . 
 <start> why don t you just buy a new one ? <end>, <start> pourquoi n en achetes tu pas simplement un nouveau ? <end>,pourquoi n en achetes tu pas simplement un nouveau ? 
 <start> tom was badly beaten before being killed . <end>, <start> tom a ete severement frappe avant d etre tue . <end>,tom a ete roue de coups avant d etre tue . 
 <start> meet me at the hotel bar . <end>, <start> on se retrouve au bar de l hotel ! <end>,rejoins moi a l hotel ! 
 <start> come right in . <end>," <start> entrez , je vous prie . <end>","entrez , je vous prie . "
 <start> i want to talk to you after class . <end>, <start> je veux vous parler apres le cours . <end>,je veux vous parler apres le cours . 
 <start> you can t go outside . <end>, <start> vous ne pouvez pas aller dehors . <end>,tu ne peux pas sortir dehors . 
 <start> tom is only thirty years old . <end>, <start> tom a seulement trente ans . <end>,tom a seulement trente ans . 
 <start> some of them were wounded . <end>, <start> certains d entre eux ont ete blesses . <end>,certains d entre eux furent blessees . 
 <start> diplomatic relations have not yet been established between japan and north korea . <end>, <start> les relations diplomatiques entre le japon et la coree du nord ne sont pas encore etablies . <end>,les relations diplomatiques entre le japon et la coree du nord ne sont pas encore etablies . 
 <start> you are big . <end>, <start> vous etes grandes . <end>,tu es grande . 
 <start> the man you see over there is a famous writer . <end>, <start> l homme que vous voyez la bas est un ecrivain celebre . <end>,l homme que tu vois une ecrivain celebre . 
 <start> this might interest you . <end>, <start> ceci peut peut etre vous interesser . <end>,ca peut vous interesser a vous . 
 <start> i was foolish enough to believe it . <end>, <start> j etais assez bete pour y croire . <end>,j ai ete assez stupide pour le croire . 
 <start> this band is really good . <end>, <start> ce groupe est vraiment bon . <end>,ce groupe est vraiment bon . 
 <start> you re the teacher . <end>, <start> vous etes la professeur . <end>,tu es la maitresse . 
 <start> you should make up your own mind . <end>, <start> vous devriez vous decider par vous meme ! <end>,vous devriez vous decider votre vois . 
 <start> tom was screaming at mary . <end>, <start> tom criait sur marie . <end>,tom etait en train de crier sur marie . 
 <start> they mistook him for his brother . <end>, <start> elles le confondirent avec son frere . <end>,ils l confondirent avec son frere . 
 <start> who caused the accident ? <end>, <start> qui a cause l accident ? <end>,qui causa l accident ? 
 <start> we don t have a lot of trouble . <end>, <start> nous n avons pas beaucoup d ennuis . <end>,nous n avons pas beaucoup de problemes . 
 <start> a good cook doesn t throw out yesterday s soup . <end>, <start> un bon cuisinier ne jette pas la soupe d hier . <end>,une bonne cuisiniere ne jetez pas la soupe de hier . 
 <start> where are you living now ? <end>, <start> ou vivez vous desormais ? <end>,ou vivez vous desormais ? 
 <start> dogs bark . <end>, <start> les chiens aboient . <end>,les chiens aboient . 
 <start> give me a break . <end>, <start> lachez moi ! <end>,lache moi ! 
 <start> i m not staying . <end>, <start> je ne reste pas . <end>,je ne suis pas reste . 
 <start> tell tom i m not home . <end>, <start> dites a tom que je ne suis pas chez moi . <end>,dis a tom que je ne suis pas a la maison . 
 <start> these ice cubes will melt soon . <end>, <start> ces glacons vont bientot fondre . <end>,ces glacons vont bientot fondre . 
 <start> it s the next logical step . <end>, <start> c est l etape logique suivante . <end>,c est la prochaine etape logique . 
 <start> the secret of life is hanging around until you get used to it . <end>," <start> le secret de la vie , c est de trainer la jusqu a ce que vous vous y habituiez . <end>","le secret de la vie , c est jusqu a l avant de prendre . "
 <start> you cannot park your car here . <end>, <start> tu ne peux pas garer ta voiture ici . <end>,tu ne peux pas garer ta voiture ici . 
" <start> anything else ? no , that s all . <end>"," <start> autre chose ? non , c est tout . <end>","autre chose ? non , c est tout . "
 <start> are you the group leader ? <end>, <start> etes vous le meneur du groupe ? <end>,etes vous le meneur du groupe ? 
 <start> we opened this store in . <end>, <start> nous avons ouvert ce magasin en . <end>,nous avons ouvert ce magasin en . 
 <start> please don t forget to write the letter . <end>," <start> s il te plait , n oublie pas d ecrire la lettre ! <end>","n oublie pas d ecrire la lettre , je te prie ! "
 <start> tom died of cancer . <end>, <start> tom est decede du cancer . <end>,tom est mort d un cancer . 
" <start> everyone knows what they have to do , right ? <end>"," <start> chacun sait ce qu il a a faire , n est ce pas ? <end>","tout le monde sait ce qu ils doivent faire , sans ? "
 <start> are you sure you don t want to wait till tomorrow ? <end>, <start> es tu sur de ne pas vouloir attendre jusqu a demain ? <end>,es tu sure de ne pas vouloir attendre jusqu a demain ? 
 <start> can you tell me how to get to the train station ? <end>, <start> peux tu me dire comment aller a la gare ? <end>,peux tu me dire comment aller a la gare ? 
 <start> do you have brothers and sisters ? <end>, <start> avez vous des freres et s urs ? <end>,avez vous des freres et s urs ? 
 <start> you will miss the train if you don t hurry . <end>, <start> tu vas manquer le train si tu ne te depeches pas . <end>,tu vas rater le train si tu ne te depeches pas . 
 <start> he went to new york on business . <end>, <start> il est alle a new york pour affaires . <end>,il est alle a new york . 
 <start> do you understand what s going on ? <end>, <start> comprenez vous ce qui est en train d arriver ? <end>,comprends tu ce qui se produit ? 
 <start> do you know why i was in prison ? <end>, <start> sais tu pourquoi j etais en prison ? <end>,savez vous pourquoi j etais en prison ? 
 <start> i wish i were rich . <end>, <start> je voudrais etre riche . <end>,j aimerais etre riche . 
 <start> we gave our word . <end>, <start> nous avons donne notre parole . <end>,nous donnames notre mot . 
 <start> it s not just that . <end>, <start> ce n est pas que ca . <end>,ce n est pas que ca . 
 <start> he lost his temper and hit the boy . <end>, <start> il perdit patience et frappa le garcon . <end>,il a perdu son sang froid et frappa le garcon . 
 <start> i don t think i can do this anymore . <end>, <start> je ne pense pas pouvoir encore faire ca . <end>,je ne pense pas pouvoir faire ca . 
" <start> excuse me , but would you please tell me the way to the post office ? <end>"," <start> excusez moi , pourriez vous m indiquer la route pour la poste ? <end>","excusez moi , mais voudrais tu me dire de la route pour le poste de poste , s il vous plait ? "
 <start> his new film is disappointing . <end>, <start> son nouveau film est decevant . <end>,son nouveau film est decevant . 
 <start> you mean you re just giving up ? <end>, <start> tu veux dire que tu abandonnes tout simplement ? <end>,tu veux dire que tu abandonnes sans aucun doute ? 
 <start> that s good enough . <end>, <start> c est suffisamment bon . <end>,c est suffisamment bon . 
 <start> i can t believe i m agreeing with you . <end>, <start> je ne peux pas croire que je sois d accord avec vous . <end>,je n arrive pas a croire que je sois d accord avec toi . 
 <start> i don t have any close friends . <end>, <start> je n ai pas d amis intimes . <end>,je n ai aucun ami intime . 
 <start> tom stood there for a while . <end>, <start> tom resta la un moment . <end>,tom s est tenu un moment . 
 <start> are you on your way home ? <end>, <start> es tu en route pour la maison ? <end>,etes vous en route pour la maison ? 
 <start> i ve got to talk to you about something . <end>, <start> je dois te parler de quelque chose . <end>,il me faut vous parler de quelque chose . 
 <start> you make me laugh . <end>, <start> tu me fais rire . <end>,tu me fais rire . 
 <start> i m interested in japanese history . <end>, <start> je suis interesse par l histoire japonaise . <end>,je suis interesse par l histoire japonaise . 
 <start> what newspaper do you subscribe to ? <end>, <start> a quel journal etes vous abonnes ? <end>,a quel journal etes vous abonnee ? 
" <start> at first , i mistook you for your brother . <end>"," <start> a premiere vue , je t ai confondu avec ton frere . <end>","au debut , je t ai pris pour ton frere . "
 <start> he enjoyed those visits . <end>, <start> il prenait plaisir a ces visites . <end>,il prenait plaisir a ces visites . 
 <start> there s a risk . <end>, <start> il y a un risque . <end>,il y a un risque . 
 <start> the wedding will be held in a th century church . <end>, <start> le mariage aura lieu dans une eglise du xviie siecle . <end>,le marie aura lieu dans une eglise du xviie siecle . 
 <start> tom came back an hour later . <end>, <start> tom est revenu une heure apres . <end>,tom est revenu une heure apres . 
 <start> it has been raining since tuesday . <end>, <start> il pleut depuis mardi . <end>,il a plu depuis mardi . 
" <start> you re not satisfied , are you ? <end>"," <start> tu n es pas content , si ? <end>","tu n es pas satisfait , si ? "
 <start> how can you say such a foolish thing ? <end>, <start> comment pouvez vous dire quelque chose d aussi stupide ? <end>,comment peux tu dire quelque chose d aussi stupide ? 
 <start> that s the last thing i would do . <end>, <start> c est la derniere chose que je ferais . <end>,c est la derniere chose que je ferais . 
 <start> hold this while i tie my shoes . <end>, <start> tiens ceci pendant que je noue mes lacets ! <end>,tiens ca pendant que je noue mes chaussures ! 
 <start> please think it over and let me know your decision . <end>, <start> reflechissez y s il vous plait et faites moi part votre decision . <end>,veuillez y reflechir et tenez vous de votre decision . 
 <start> you really are nuts . <end>, <start> vous etes vraiment fous . <end>,vous etes vraiment fous . 
 <start> are you being followed ? <end>, <start> es tu suivie ? <end>,etes vous suivi ? 
 <start> my grandson is still a baby . <end>, <start> mon petit fils est encore un bebe . <end>,mon petit fils est encore un bebe . 
 <start> she doesn t mince words . <end>, <start> elle ne mache pas ses mots . <end>,elle ne mache pas ses mots . 
 <start> i ve got pins and needles in my leg . <end>, <start> j ai des fourmis dans la jambe . <end>,j ai des fourmis dans la jambe . 
 <start> tom lost a lot of money playing poker . <end>, <start> tom a perdu beaucoup d argent au poker . <end>,tom a perdu beaucoup d argent a jouer au poker . 
 <start> he sat on the bench . <end>, <start> il s assit sur le banc . <end>,il s assit sur le banc . 
 <start> it s starting now . <end>, <start> ca commence . <end>,ca commence a partir . 
 <start> i want to workout . <end>, <start> je veux faire de l exercice . <end>,je veux faire de l exercice . 
 <start> i myself have never seen a ufo . <end>, <start> je n ai personnellement jamais vu d ovni . <end>,je n ai jamais vu un ovni . 
 <start> you re not bad . <end>, <start> tu n es pas mal . <end>,vous n etes pas mal . 
 <start> that doesn t seem very hygienic . <end>, <start> cela ne semble pas tres hygienique . <end>,ca ne semble pas tres hygienique . 
" <start> next time , you won t be so lucky . <end>"," <start> la prochaine fois , tu ne seras pas aussi chanceuse . <end>","la prochaine fois , vous ne serez pas aussi chanceux . "
 <start> she told me that she would go to paris in august . <end>, <start> elle m a dit qu elle irait a paris en aout . <end>,elle m a dit qu elle irait a paris en aout . 
 <start> i gave him the book . <end>, <start> je lui ai donne le livre . <end>,je lui ai donne le livre . 
 <start> i didn t want my mom to know . <end>, <start> je ne voulais pas que ma maman le sache . <end>,je n ai pas voulu que ma mere sache que ma mere sache . 
 <start> try to be more punctual from now on . <end>," <start> essaie d etre plus ponctuel , desormais . <end>","essayez d etre plus ponctuelle , desormais . "
 <start> did you come here alone ? <end>, <start> etes vous venu seul ici ? <end>,etes vous venus seuls ici ? 
 <start> we will have an english test this afternoon . <end>, <start> nous aurons un test d anglais cette apres midi . <end>,nous aurons un controle d anglais cette apres midi . 
 <start> have you ever played golf ? <end>, <start> avez vous deja joue au golf ? <end>,avez vous joue au golf ? 
 <start> he has an incurable disease . <end>, <start> il a une maladie incurable . <end>,il a un faible maladie . 
 <start> he contributed a lot of money to the charity . <end>, <start> il a donne beaucoup d argent a cette uvre . <end>,il a beaucoup d argent a la charite . 
 <start> they all envied my new car . <end>, <start> ils etaient tous jaloux de ma nouvelle voiture . <end>,ils etaient tous jaloux de ma nouvelle voiture . 
 <start> thank you for your purchase . <end>, <start> merci pour votre achat . <end>,merci pour ton cadeau . 
 <start> his speech was not altogether bad . <end>, <start> son discours n etait en somme pas mauvais . <end>,son discours n a pas ete en mauvaise . 
 <start> he wants to learn to swim . <end>, <start> il veut apprendre a nager . <end>,il veut apprendre a nager . 
 <start> i suppose that s all right . <end>, <start> je suppose que c est bon . <end>,je dirai que tout va bien . 
 <start> you re wise . <end>, <start> vous etes raisonnables . <end>,tu es avise . 
 <start> i wish that tom was here to help us . <end>, <start> j aimerais que tom soit la pour nous aider . <end>,j espere que tom soit la pour nous aider . 
 <start> don t blame him for the error . <end>, <start> ne lui reprochez pas cette erreur . <end>,ne lui reprochez pas cette erreur . 
 <start> tom isn t strong . <end>, <start> tom n est pas fort . <end>,tom n est pas fort . 
 <start> would you like to play with us ? <end>, <start> voudrais tu jouer avec nous ? <end>,aimeriez vous jouer avec nous ? 
 <start> this seems stupid . <end>, <start> ca semble stupide . <end>,ca a l air stupide . 
 <start> i went home to change my clothes . <end>, <start> je suis allee chez moi pour changer de vetements . <end>,je suis alle chez moi pour changer mes vetements . 
" <start> you were dying , but the doctor saved your life . <end>", <start> vous etiez en train de mourir mais le toubib vous a sauve la vie . <end>,tu etais en train de mourir mais le medecin t a sauve la vie . 
 <start> it s snowing again . <end>, <start> il neige a nouveau . <end>,il neige a nouveau . 
 <start> what is it you do for a living ? <end>, <start> comment gagnes tu ta vie ? <end>,qu est ce que tu fais pour gagner ? 
 <start> mary is going to have another baby . <end>, <start> mary va avoir un autre bebe . <end>,mary va avoir un autre bebe . 
 <start> i don t want to live with you anymore . <end>, <start> je ne veux plus vivre avec toi . <end>,je ne veux plus vivre avec toi . 
 <start> i m all packed and ready to go . <end>, <start> mes affaires sont pretes et je suis pret a y aller . <end>,tous mes affaires sont pretes et pret a partir . 
 <start> you should allow an hour to get to the airport . <end>, <start> vous devriez prevoir une heure pour atteindre l aeroport . <end>,tu devrais compter une heure pour atteindre l aeroport . 
 <start> i didn t know you were a member . <end>, <start> j ignorais que vous etiez membre . <end>,j ignorais que vous etiez membre . 
 <start> my watch is different from yours . <end>, <start> ma montre est differente de la tienne . <end>,ma montre est differente de la tienne . 
 <start> do you like white wine ? <end>, <start> aimes tu le vin blanc ? <end>,aimes tu le vin blanc ? 
" <start> if that happens , call me . <end>"," <start> si ca se produit , appelle moi ! <end>","si ca se produit , appelle moi ! "
 <start> we ve seen him . <end>, <start> nous l avons vu . <end>,nous l avons vu . 
 <start> tom is a great actor . <end>, <start> tom est un grand acteur . <end>,tom est un grand acteur . 
 <start> please add my name to the list . <end>, <start> s il te plait ajoute mon nom a la liste . <end>,s il te plait ajoute mon nom pour la liste . 
 <start> you may eat anything as long as you don t eat too much . <end>, <start> tu peux manger de tout pour autant que tu ne manges pas trop . <end>,tu peux manger tout de temps que tu ne manges pas trop . 
 <start> it is sunny today . <end>, <start> aujourd hui est un jour ensoleille . <end>,aujourd hui est un jour ensoleille . 
 <start> i was trying to reach you . <end>, <start> j essayais de vous joindre . <end>,j essayais de te joindre . 
 <start> she spoke to me in spanish . <end>, <start> elle me parla en espagnol . <end>,elle m a parle en espagnol . 
 <start> are you hurt ? <end>, <start> etes vous blesse ? <end>,etes vous blessee ? 
 <start> delegates from many countries participated in the conference . <end>, <start> des representants de nombreux pays ont participe a la conference . <end>,des representants de nombreux pays ont participe a la conference . 
 <start> tom didn t know what to do . <end>, <start> tom ne savait pas quoi faire . <end>,tom ne savait pas quoi faire . 
 <start> we forgot to lock the door . <end>, <start> nous oubliames de fermer la porte a cle . <end>,nous oubliames de verrouiller la porte . 
 <start> i don t have any time to waste . <end>, <start> je n ai aucun temps a gaspiller . <end>,je n ai pas le temps de perdre . 
" <start> at any rate , i must finish this work by tomorrow . <end>"," <start> en tout etat de cause , je dois finir ce travail pour demain . <end>","en aucun etat , il doit terminer ce travail avant demain . "
 <start> do you have any plans later on ? <end>, <start> as tu le moindre projet pour plus tard ? <end>,avez vous le moindre projet plus tard ? 
 <start> we re still the best in the world . <end>, <start> on reste les meilleurs du monde . <end>,nous sommes les meilleurs dans le monde . 
 <start> coffee keeps me awake . <end>, <start> le cafe me garde eveillee . <end>,le cafe me garde eveille . 
 <start> wouldn t that be something ? <end>, <start> est ce que ca ne serait pas la quelque chose ? <end>,ne serait ce pas quelque chose ? 
 <start> you only have to ask for it . <end>, <start> il vous suffit juste de le demander . <end>,il vous suffit juste de le demander . 
 <start> did anybody see what happened ? <end>, <start> qui que ce soit a t il vu ce qui a eu lieu ? <end>,qui que ce soit a t il vu ce qui a eu lieu ? 
 <start> don t talk about business while we re dining . <end>, <start> ne parle pas affaires tant que nous dinons . <end>,ne parle pas des affaires pendant que nous dinons . 
 <start> don t bother me with such trifles . <end>, <start> ne m ennuyez pas avec de pareils details . <end>,ne vous derange pas avec de pareils details . 
 <start> that s how he invented the machine . <end>, <start> c est ainsi qu il inventa la machine . <end>,c est ainsi qu il inventa la machine . 
 <start> come on in ! <end>, <start> entre donc ! <end>,allez ! 
 <start> stop shouting . <end>, <start> arrete de crier . <end>,arrete de crier . 
 <start> i really liked the gift you gave me . <end>, <start> j ai beaucoup aime le cadeau que vous m avez fait . <end>,j ai vraiment aime le cadeau que vous m avez donne . 
 <start> she doesn t understand you . <end>, <start> elle ne vous comprend pas . <end>,elle ne vous comprend pas . 
 <start> i met some friends while i was waiting for a bus . <end>, <start> j ai rencontre des amies tandis que j attendais un bus . <end>,j ai rencontre des amies tandis que j attends un bus . 
" <start> when you get to be my age , you ll understand what i mean . <end>"," <start> lorsque tu atteindras mon age , tu comprendras ce que je veux dire . <end>","lorsque vous atteindrez mon age , vous comprendrez ce que je veux dire . "
 <start> i think about tom all day . <end>, <start> je pense a tom toute la journee . <end>,je pense a tom toute la journee . 
 <start> let s move on to another topic . <end>, <start> passons maintenant a un autre sujet . <end>,passons en un autre sujet . 
 <start> there is no progress without communication . <end>, <start> il n y a pas de progres sans communication . <end>,il n y a pas de progres sans communication . 
 <start> let s compromise . <end>, <start> faisons un compromis . <end>,faisons un compromis ! 
 <start> i don t know where that came from . <end>, <start> je ne sais pas d ou c est venu . <end>,je ne sais pas ou cela est venu . 
 <start> did i hear you talking to someone ? <end>, <start> t ai je entendu parler a quelqu un ? <end>,t ai je entendue parler a quelqu un ? 
 <start> i can t remember his name . <end>, <start> je ne me souviens pas de son nom . <end>,je n arrive pas a me rappeler son nom . 
 <start> who invented the telephone ? <end>, <start> qui a invente le telephone ? <end>,qui a invente le telephone ? 
 <start> that s great ! <end>, <start> super ! <end>,c est super ! 
 <start> i ll be happy to help you . <end>, <start> je serai heureuse de t aider . <end>,je serai heureux de vous aider . 
 <start> do you really want to know the truth ? <end>, <start> veux tu vraiment connaitre la verite ? <end>,voulez vous vraiment connaitre la verite ? 
 <start> i want to punch you in your face . <end>, <start> je veux vous mettre mon poing a la figure . <end>,je veux te frapper dans ton visage . 
 <start> i m highly motivated . <end>, <start> vous m avez bien motive . <end>,je suis vraiment motive . 
 <start> tom has a broken rib . <end>, <start> tom a une cote cassee . <end>,tom a un casse nez . 
 <start> i sat down next to him . <end>, <start> je m assis a cote de lui . <end>,je m assise a cote de lui . 
 <start> take mine . <end>, <start> prenez les miennes . <end>,prends le mien . 
 <start> i like the beach . <end>, <start> j aime la plage . <end>,j aime la plage . 
 <start> did you tell tom what he needed to know ? <end>, <start> avez vous dit a tom ce qu il avait besoin de savoir ? <end>,as tu dit a tom ce qu il avait besoin de savoir ? 
 <start> you don t need to hurry . take your time . <end>, <start> il n est pas necessaire de te precipiter . prends ton temps . <end>,vous n avez pas besoin de vous presser . prenez votre temps ! 
 <start> i think it s much better now . <end>, <start> je pense que c est bien mieux maintenant . <end>,je pense que c est beaucoup mieux maintenant . 
 <start> this room doesn t get much sunshine . <end>, <start> cette piece ne recoit pas beaucoup de soleil . <end>,cette piece ne recoit pas beaucoup de soleil . 
 <start> i was astonished . <end>, <start> je fus etonne . <end>,j ai ete etonne . 
 <start> i knew they were your friends . <end>, <start> je savais qu ils etaient vos amis . <end>,je savais qu elles etaient vos amies . 
 <start> we re not all teachers . <end>, <start> nous ne sommes pas tous enseignants . <end>,nous ne sommes pas tous enseignantes . 
 <start> they re students . <end>, <start> ils sont etudiants . <end>,ils sont etudiantes . 
 <start> i am afraid that he might get hurt . <end>, <start> j ai peur qu il ne se blesse . <end>,j ai peur qu il puisse se blesser . 
 <start> click here to create an account . <end>, <start> cliquez ici pour creer un compte . <end>,cliquez ici pour creer un compte . 
 <start> give me a ring if you find out anything . <end>, <start> donne moi un anneau si vous decouvrez quelque chose . <end>,donne moi un anneau si vous decouvrez quelque chose . 
 <start> tom adopted mary s three children . <end>, <start> tom a adopte les trois enfants de mary . <end>,tom a adopte les trois enfants de mary . 
 <start> could you speak up ? i can t hear you . <end>, <start> pouvez vous parler plus fort je ne peux pas vous entendre . <end>,pourriez vous parler ? je n arrive pas a vous entendre . 
 <start> i like china . <end>, <start> j aime la chine . <end>,j aime la chine . 
 <start> i couldn t let you do that . <end>, <start> je ne pourrais pas te laisser faire ca . <end>,je ne pouvais pas vous laisser faire ca . 
 <start> what does it involve ? <end>, <start> qu est ce que cela implique ? <end>,qu est ce qu cela implique ? 
 <start> tom looked a bit puzzled . <end>, <start> tom avait l air un peu sceptique . <end>,tom a regarde un peu sceptique . 
 <start> this is a lot more fun than studying . <end>, <start> c est bien plus amusant que d etudier . <end>,c est bien plus marrant que d etudier . 
 <start> i enforce the rules even though i don t agree with them all . <end>, <start> j applique les regles meme si je ne suis pas d accord avec toutes . <end>,j applique les regles meme si je ne suis pas d accord avec eux . 
 <start> you had better not use those four letter words . <end>, <start> vous feriez mieux de ne pas utiliser ces mots de quatre lettres . <end>,tu ferais mieux de ne pas employer ces photos des mots de maniere naturelle . 
 <start> he was given a gold watch as a reward . <end>, <start> on lui a donne une montre en or en recompense . <end>,il a recu une montre en or en recompense . 
 <start> he looks old for his age . <end>, <start> il fait vieux pour son age . <end>,il a l air vieux pour son age . 
 <start> tom found an old map . <end>, <start> tom trouva une vieille carte . <end>,tom a trouve une vieille carte . 
 <start> i think you ll find it . <end>, <start> je pense que tu vas le trouver . <end>,je pense que vous le trouverons . 
" <start> weather permitting , we will go on a picnic tomorrow . <end>"," <start> si le temps le permet , nous irons pique niquer demain . <end>","si le temps le permet , nous irons a un pic nic demain . "
 <start> that would be wrong . <end>, <start> ce serait une erreur . <end>,ca serait faux . 
 <start> take this medicine after each meal . <end>, <start> prends ce medicament apres chaque repas . <end>,prends ce medicament apres chaque repas . 
 <start> she treated his broken leg . <end>, <start> elle prit soin de sa jambe cassee . <end>,elle a traite sa jambe cassee . 
 <start> they made their way across the river . <end>, <start> ils se sont debrouilles pour franchir le fleuve . <end>,ils se sont fraye un chemin de la riviere . 
 <start> i had a problem with my car on the way to work . <end>," <start> j ai eu un probleme avec ma voiture , sur le chemin du travail . <end>",j ai eu un probleme avec ma voiture en allant au travail . 
 <start> you don t seem so busy . <end>, <start> vous n avez pas l air si occupee . <end>,vous ne semblez pas si occupe que ca . 
 <start> this building belongs to my family . <end>, <start> ce batiment appartient a ma famille . <end>,ce batiment est a ma famille . 
 <start> i didn t know you played the oboe . <end>, <start> j ignorais que vous jouiez du hautbois . <end>,je ne savais pas que tu jouais du hautbois . 
