Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i m not even sure if this is my key . <end>, <start> je ne suis meme pas sure qu il s agisse de ma cle . <end>,je ne suis meme pas sure que ce soit ma cle . 
 <start> she gave a poor explanation for being late . <end>, <start> elle donna une explication peu convaincante de son retard . <end>,elle donna une explication peu convaincante de son retard . 
 <start> nobody had ever heard of it . <end>, <start> personne n en avait jamais entendu parler . <end>,personne n en avait jamais entendu parler . 
 <start> let s have a contest . the side to come up with the worst insult wins . <end>, <start> faisons un concours . l equipe qui trouve la pire insulte gagne . <end>,prenons de la competition . 
 <start> it was effective . <end>, <start> c etait efficace . <end>,c etait efficace . 
 <start> i like your smile . <end>, <start> j aime votre sourire . <end>,j aime votre sourire . 
 <start> i d like to look at that chart . <end>, <start> j aimerais voir ce graphique . <end>,j aimerais regarder ce graphique . 
 <start> there s a general sense that something should be done about unemployment . <end>, <start> il y a un sentiment general selon lequel il faut faire quelque chose contre le chomage . <end>,il y a un sentiment general selon quelque chose qui devrait faire du chomage . 
 <start> they all did it . <end>, <start> elles le firent toutes . <end>,elles l ont toutes fait . 
 <start> everything is set . <end>, <start> tout est pret . <end>,tout est pret . 
 <start> would you care to join us ? <end>, <start> cela vous interesserait il de vous joindre a nous ? <end>,voudriez vous vous joindre a nous ? 
 <start> i was sick . <end>, <start> j etais malade . <end>,j etais malade . 
 <start> i could hear everything . <end>, <start> j arrivais a tout entendre . <end>,j ai pu tout entendre . 
 <start> i contributed . <end>, <start> moi j ai contribue . <end>,j ai contribue . 
 <start> you need written permission . <end>, <start> il te faut une permission ecrite . <end>,vous avez besoin d une permission ecrite . 
 <start> the surgeon who operated on tom is very experienced and highly regarded . <end>, <start> le chirurgien qui a opere tom est tres experimente et hautement repute . <end>,le chirurgien qui a opere tom est tres experimente et hautement repute . 
 <start> i ll take care of that . <end>, <start> j en prendrai soin . <end>,je m en occuperai . 
 <start> you ve got a cute friend . <end>, <start> t as une amie canon . <end>,tu as une amie canon . 
 <start> you re probably tired . <end>, <start> vous etes probablement fatiguees . <end>,tu es probablement fatiguee . 
 <start> we had a minor disagreement . <end>, <start> nous avons eu un leger desaccord . <end>,nous avons eu un leger desaccord . 
 <start> put the coat on the hanger . <end>, <start> mets ton manteau sur le portemanteau . <end>,place ton manteau sur le cintre . 
 <start> are you talking to yourself again ? <end>, <start> te parles tu encore a toi meme ? <end>,converses tu encore avec toi meme ? 
 <start> tom forgot to bring a flashlight . <end>, <start> tom a oublie d apporter une lampe torche . <end>,tom a oublie d apporter une lampe torche . 
 <start> i m in way over my head . <end>, <start> je perds la tete . <end>,je suis en tete de la tete . 
 <start> is it fatal ? <end>, <start> est ce fatal ? <end>,est ce fatal ? 
 <start> wait for your sister . <end>, <start> attendez votre s ur . <end>,attends ta s ur . 
 <start> i thought i d never see you again . <end>, <start> je pensais ne jamais vous revoir . <end>,je pensais que je ne vous reverrais jamais . 
 <start> he managed to escape through a window . <end>, <start> il s est debrouille pour s echapper par la fenetre . <end>,il s est debrouille pour s echapper par la fenetre . 
 <start> i live in this house by myself . <end>, <start> j habite cette maison seul . <end>,je vis seul dans cette maison seul . 
 <start> i ve upset you . <end>, <start> je vous ai contrariee . <end>,je vous ai contrarie . 
 <start> what are you drinking ? <end>, <start> qu etes vous en train de boire ? <end>,qu es tu en train de boire ? 
 <start> you all did good work . <end>, <start> vous avez toutes fait du bon travail . <end>,vous avez toutes fait du bon travail . 
" <start> english is pretty hard , isn t it ? <end>"," <start> l anglais est assez dur , n est ce pas ? <end>","l anglais est plutot dur , n est ce pas ? "
 <start> i was too surprised to speak . <end>, <start> j etais trop etonnee pour parler . <end>,j etais trop etonnee pour parler . 
" <start> watch your step , tom . <end>"," <start> fais attention ou tu mets les pieds , tom . <end>","regardez ou vous marchez , tom . "
 <start> write in the date yourself . <end>, <start> ecrivez y vous meme la date . <end>,ecrivez vous meme la date dessus . 
 <start> they have lost a lot . <end>, <start> elles ont perdu beaucoup . <end>,ils ont perdu beaucoup . 
 <start> i didn t like the result . <end>, <start> je n aime pas le resultat . <end>,je n ai pas aime le resultat . 
 <start> i advised him to come back at once . <end>, <start> je lui ai conseille de revenir sans tarder . <end>,je lui ai conseille de revenir sans tarder . 
 <start> you need to have exact change to pay the toll of the expressway . <end>, <start> il vous faut la monnaie exacte pour payer le peage de l autoroute . <end>,il vous faut la monnaie exacte pour payer le peage de l autoroute . 
 <start> my wife wanted to adopt a child . <end>, <start> mon epouse voulait adopter un enfant . <end>,ma femme voulait adopter un enfant . 
 <start> it s not a beauty contest . <end>, <start> ce n est pas un concours de beaute . <end>,ce n est pas un concours de beaute . 
 <start> you dropped something . <end>, <start> vous avez fait tomber quelque chose . <end>,vous avez laisse tomber quelque chose . 
 <start> i thought that went well . <end>, <start> j ai pense que ca c etait bien passe . <end>,je pensais que ca s est bien passe . 
 <start> do you like to be kept waiting ? <end>, <start> aimez vous qu on vous fasse faire le pied de grue ? <end>,aimes tu qu on te fasse attendre ? 
 <start> he ll be a good husband . <end>, <start> il sera un bon mari . <end>,il sera un bon mari . 
" <start> since you re tired , you should rest . <end>"," <start> puisque vous etes fatigues , vous devriez vous reposer . <end>","comme tu es fatigue , tu devrais te reposer . "
 <start> is this pencil yours ? <end>, <start> ce crayon est il le tien ? <end>,ce siege est il le votre ? 
 <start> why didn t she help you ? <end>, <start> pourquoi ne t a t elle pas aide ? <end>,pourquoi ne t a t elle pas aide ? 
 <start> the lady is over eighty . <end>, <start> la dame a plus de quatre vingts ans . <end>,la dame a plus de quatre vingts vingts . 
" <start> in my opinion , you re wrong . <end>"," <start> a mon avis , tu as tort . <end>","a mon avis , tu as tort . "
 <start> i think nobody s home . <end>, <start> je pense que personne n est chez moi . <end>,je pense que personne n est a la maison . 
" <start> after asking for my key at the front desk , i took the elevator to my floor . <end>"," <start> apres avoir demande ma cle a la reception , j ai pris l ascenseur jusqu a mon etage . <end>","apres avoir demande ma cle au bureau de mon lois , j ai accepte l ascenseur jusqu a mon sol . "
 <start> tom works in advertising . <end>, <start> tom travaille dans la publicite . <end>,tom travaille en publicite . 
 <start> i can t explain it either . <end>, <start> je ne peux pas l expliquer non plus . <end>,je ne peux pas l expliquer non plus . 
 <start> it is high time you spilled the beans . <end>, <start> il est grand temps que vous crachiez le morceau . <end>,il est grand temps que vous renversa la dessus . 
 <start> thanks a million . <end>, <start> mille mercis . <end>,mille mercis . 
" <start> if you tell too many lies , people won t ever believe you . <end>"," <start> si tu racontes trop de mensonges , les gens ne te croiront jamais . <end>","si vous racontez trop de mensonges , les gens ne vous croiront jamais . "
 <start> he is independent of his parents . <end>, <start> il est independant de ses parents . <end>,il est independant de ses parents . 
 <start> i wonder if it will clear up tomorrow . <end>, <start> je me demande si ca va se degager demain . <end>,je me demande s il va se degager demain . 
 <start> i go shopping every morning . <end>, <start> tous les matins je vais faire des courses . <end>,je vais faire les courses tous les matins . 
" <start> two coffees , please . <end>"," <start> deux cafes , s il vous plait . <end>","deux tasses , s il vous plait . "
 <start> i believed you . <end>, <start> je t ai cru . <end>,je vous ai crue . 
 <start> injustice anywhere is a threat to justice everywhere . <end>, <start> une injustice ou qu elle soit est une menace pour la justice partout . <end>,une injustice ou qu elle soit une menace pour la justice partout . 
 <start> i ll ask how to get there . <end>, <start> je demanderai comment me rendre la bas . <end>,je demanderai comment m y rendre . 
" <start> when i woke up today , i yawned , stretched , rubbed the sleep out of my eyes , and put on a pair of slippers . <end>"," <start> lorsque je me suis reveille ce matin , j ai baille , me suis etire , j ai frotte le sommeil de mes yeux et j ai enfile une paire de pantoufles . <end>","lorsque je me suis reveille aujourd hui , je me suis leve , un eclair plus facilement le sol de mes yeux . "
 <start> i accept your terms . <end>, <start> j accepte tes conditions . <end>,j accepte tes conditions . 
 <start> i think you need to buy a new pair of hiking boots . <end>, <start> je pense que tu as besoin d acheter une nouvelle paire de chaussures de marche . <end>,je pense que vous avez besoin d acheter une nouvelle paire de chaussures de randonnee . 
 <start> it makes sense . <end>, <start> ca se tient . <end>,ca a du sens . 
 <start> she forgave him . <end>, <start> elle lui a pardonne . <end>,elle lui pardonna . 
 <start> why do you want to go out with me ? <end>, <start> pourquoi veux tu sortir avec moi ? <end>,pourquoi veux tu sortir avec moi ? 
 <start> tom is still angry . <end>, <start> tom est toujours en colere . <end>,tom est encore en colere . 
 <start> i ll take those . <end>, <start> je prendrai ceux la . <end>,je prendrai celles la . 
 <start> i caught it . <end>, <start> je l ai attrapee . <end>,je l ai attrape . 
 <start> i ll see if he is in . <end>, <start> je vais voir s il est la . <end>,je vais voir s il est en . 
 <start> i can t prevent that from happening . <end>, <start> je ne peux pas empecher cela de se produire . <end>,je ne peux pas empecher cela de la peine . 
 <start> a few people mentioned they would like to attend some sessions later in the day on the technical session agenda . <end>, <start> certaines personnes ont mentionne qu elles aimeraient assister a certaines sessions plus tard dans la journee sur l ordre du jour des sessions techniques . <end>,quelques personnes ont mentionne ils aimeraient assister a certaines sessions plus tard dans la journee sur l ordre du jour des sessions techniques . 
 <start> i can t study here . <end>, <start> je ne peux pas etudier ici . <end>,je ne peux pas travailler ici . 
 <start> let s get the work over with so we can relax . <end>, <start> finissons en avec ce travail afin de pouvoir nous detendre . <end>,prenons le travail avec nous pouvons nous detendre . 
 <start> it s not funny . <end>, <start> ce n est pas drole . <end>,ce n est pas drole ! 
 <start> have you ever known me to be mistaken ? <end>, <start> m avez vous deja vu me tromper ? <end>,m avez vous deja vu me tromper ? 
 <start> would you mind if i ate a piece of this pie ? <end>, <start> verrais tu un inconvenient a ce que je mange un morceau de cette tarte ? <end>,verriez vous un inconvenient a ce que je mange un morceau de cette tourte ? 
 <start> are you still living with your parents ? <end>, <start> vivez vous toujours avec vos parents ? <end>,vivez vous encore avec tes parents ? 
 <start> i was bored with his speech . <end>, <start> son discours m a ennuye . <end>,son discours m a ennuye . 
 <start> i think you shouldn t be doing that . <end>, <start> je pense que tu ne devrais pas faire ca . <end>,je pense que vous ne devriez pas faire ca . 
 <start> why don t you have a boyfriend ? <end>, <start> pourquoi n as tu pas de petit copain ? <end>,pourquoi n avez vous pas de petit ami ? 
 <start> please hold this ladder steady . <end>," <start> s il te plait , tiens cette echelle fermement . <end>","s il vous plait , tiens cette echelle fermement . "
 <start> he did his best to be in time for the train . <end>, <start> il a fait de son mieux pour etre a l heure pour le train . <end>,il a fait de son mieux pour etre a l heure pour le train . 
 <start> he is tremendously handsome . <end>, <start> il est extremement beau . <end>,il est extremement beau . 
 <start> what s your beef ? <end>, <start> c est quoi ton probleme ? <end>,quel est votre b uf ? 
 <start> not doing one s work properly may be worse than not doing it at all . <end>, <start> ne pas faire correctement son travail peut etre pire que de ne pas le faire du tout . <end>,ne pas pas faire correctement semblant d etre pire que de ne pas le faire du tout . 
 <start> he is about thirty . <end>, <start> il a environ trente ans . <end>,il a environ trente ans . 
 <start> that is how the accident occurred . <end>, <start> c est ainsi que l accident survint . <end>,c est ainsi que l accident est survenu . 
 <start> he can t keep time . <end>, <start> il est incapable de garder le rythme . <end>,il ne peut pas rester le temps . 
 <start> he is a considerate father . <end>, <start> c est un pere attentionne . <end>,c est un pere attentionne . 
 <start> i will go if you go . <end>, <start> j irai si vous y allez . <end>,j irai si tu y vas . 
 <start> they ll all be here tonight . <end>, <start> elles seront toutes la ce soir . <end>,ils seront tous la ce soir . 
 <start> he can t walk any more . <end>, <start> il ne peut plus marcher . <end>,il ne peut plus marcher . 
 <start> you do not want to incur the wrath of god . <end>, <start> vous ne voulez pas encourir la colere de dieu . <end>,tu ne veux pas encourir la colere de dieu . 
 <start> both of them started laughing . <end>, <start> tous les deux se mirent a rire . <end>,toutes les deux se sont mises a rire . 
 <start> cheers ! <end>, <start> merci ! <end>,merci ! 
" <start> against the snow , the white rabbit was invisible . <end>", <start> au milieu de la neige le lapin blanc etait invisible . <end>,"contre la neige , le lapin blanc etait invisible . "
 <start> they were motivated by revenge . <end>, <start> ils etaient mus par la vengeance . <end>,ils etaient mues par la vengeance . 
 <start> aren t you going to open the box ? <end>, <start> ne vas tu pas ouvrir la boite ? <end>,n allez vous pas ouvrir la boite ? 
 <start> i don t drink beer . <end>, <start> je ne bois pas de biere . <end>,je ne bois pas de biere . 
 <start> i was young and stupid . <end>, <start> j etais jeune et idiot . <end>,j etais jeune et idiot . 
 <start> i thought you were broke . <end>, <start> je pensais que vous etiez fauches . <end>,je pensais que tu etais fauchee . 
 <start> did you work yesterday ? <end>, <start> avez vous travaille hier ? <end>,avez vous travaille hier ? 
 <start> i don t know if i can make it without you . <end>, <start> j ignore si je peux y parvenir sans vous . <end>,j ignore si je peux le faire sans toi . 
 <start> i trusted him with the money . <end>, <start> j avais confiance en lui pour l argent . <end>,je lui ai fait confiance pour l argent . 
 <start> he wants to kiss her . <end>, <start> il veut l embrasser . <end>,il veut l embrasser . 
 <start> i think i ll lie down for a while . <end>, <start> je pense que je vais m allonger un peu . <end>,je pense que je vais m allonger un moment . 
 <start> i felt ill . <end>, <start> je me suis senti mal . <end>,je me suis sentie malade . 
 <start> does that mean you ll have to stay ? <end>, <start> cela signifie t il que vous devrez rester ? <end>,cela signifie t il que vous devrez rester ? 
 <start> he was determined to go abroad . <end>, <start> il etait determine a partir a l etranger . <end>,il etait determine a partir a l etranger . 
 <start> i hope you re not alone . <end>, <start> j espere que vous n etes pas seul . <end>,j espere que vous n etes pas seuls . 
 <start> blue is my favorite color . <end>, <start> le bleu est ma couleur preferee . <end>,le bleu est ma couleur favorite . 
 <start> i sat at the front in order to hear the lecture clearly . <end>, <start> je me suis assise devant pour bien entendre le cours . <end>,je me suis assise devant pour entendre le cours au terme . 
 <start> you re not the problem . <end>, <start> vous n etes pas le probleme . <end>,tu n es pas le probleme . 
 <start> i would do it again . <end>, <start> je le referais . <end>,je le ferais a nouveau . 
 <start> i d like to introduce you to my wife . <end>, <start> j aimerais vous presenter a mon epouse . <end>,j aimerais te presenter a ma femme . 
 <start> i ll come with you . <end>, <start> je me joindrai a vous . <end>,je viendrai avec toi . 
 <start> can i count on your loyalty ? <end>, <start> puis je compter sur ta loyaute ? <end>,puis je compter sur ta loyaute ? 
 <start> they forgot to wake me up . <end>, <start> elles ont oublie de me reveiller . <end>,ils ont oublie de me reveiller . 
 <start> the request was granted . <end>, <start> la demande a ete acceptee . <end>,la demande a ete acceptee . 
 <start> this one s on me . <end>, <start> celui ci est pour moi . <end>,celle ci est pour moi . 
 <start> try to answer as many questions as possible . <end>, <start> essaie de repondre au plus grand nombre de questions possible ! <end>,essaie de repondre a autant de questions possible ! 
 <start> i should ve listened to what my mother said . <end>, <start> j aurais du ecouter ce que ma mere avait dit . <end>,j aurais du ecouter ce que ma mere a dit . 
 <start> his family and his doctor urged him not to go . <end>, <start> sa famille et son docteur le supplierent de ne pas partir . <end>,sa famille et son docteur le supplierent de ne pas y aller . 
 <start> i love both of you . <end>, <start> je vous aime tous les deux . <end>,j aime tous les deux . 
 <start> he got up earlier than usual . <end>, <start> il s est leve plus tot qu a l habitude . <end>,il s est leve plus tot que d habitude . 
 <start> what time shall i pick you up ? <end>, <start> a quelle heure dois je venir te chercher ? <end>,a quelle heure dois je vous prendre ? 
 <start> take as much as you like . <end>, <start> prends en tant que tu veux ! <end>,prends en autant que tu veux . 
 <start> you don t need to be in such a hurry . <end>, <start> il n est pas necessaire que vous soyez si pressees . <end>,il n est pas necessaire que vous soyez si pressee . 
 <start> don t approach the dog . <end>, <start> n approchez pas du chien . <end>,n approchez pas du chien . 
 <start> he made no reply . <end>, <start> il ne fit pas de reponse . <end>,il n a pas repondu . 
 <start> she is engaged to a rich man . <end>, <start> elle est fiancee a un homme riche . <end>,elle est fiance a un homme riche . 
 <start> i worked really hard on this . <end>, <start> j y ai vraiment travaille dur . <end>,j ai vraiment travaille dur . 
 <start> it s up to you to decide what to do . <end>, <start> c est a vous de decider de ce que vous voulez faire . <end>,c est a toi de decider ce qu il faut faire . 
 <start> i haven t seen you around before . <end>, <start> je ne t ai pas vu auparavant dans les environs . <end>,je ne vous ai pas vus auparavant dans les environs . 
 <start> when was the last time that you did something for the first time ? <end>, <start> quand etait la derniere fois que vous avez fait quelque chose pour la premiere fois ? <end>,quand as tu fait quelque chose pour la premiere fois ? 
 <start> do you have a problem ? <end>, <start> avez vous un probleme ? <end>,avez vous un probleme ? 
 <start> this is the strangest thing i ve ever done . <end>, <start> c est la chose la plus etrange que j ai jamais faite . <end>,c est la chose la plus etrange que j ai jamais faite . 
 <start> how tall is he ? <end>, <start> quelle est sa taille ? <end>,quelle est sa taille ? 
 <start> we re having fun . <end>, <start> nous nous amusons . <end>,nous nous amusons . 
 <start> the wind blew all day . <end>, <start> le vent a souffle toute la journee . <end>,le vent a souffle toute la journee . 
 <start> what are you smiling at ? <end>, <start> a quoi souris tu ? <end>,que penses tu ? 
 <start> we searched everywhere . <end>, <start> nous avons fouille partout . <end>,nous avons fouille partout . 
 <start> i would like to tell you something . <end>, <start> j aimerais vous dire quelque chose . <end>,j aimerais te dire quelque chose . 
 <start> be alert when you cross a busy street ! <end>, <start> soyez attentif quand vous traversez une rue animee . <end>,sois de compte quand vous traversez une blanche a la nage ! 
 <start> a few firefighters suffered minor injuries . <end>, <start> quelques pompiers ont souffert de blessures legeres . <end>,quelques pompiers ont souffert de blessures legeres . 
 <start> you are an idiot to go out in this weather . <end>, <start> tu es un imbecile de sortir par un temps pareil . <end>,tu es un imbecile de sortir par ce temps . 
" <start> no matter how hard he tried , my opinion didn t change . <end>"," <start> il a eu beau essayer , mon opinion n a pas change . <end>","il eut beau essayer , mon opinion ne changea pas . "
 <start> criminals should be punished . <end>, <start> ce sont les criminels qui devraient etre punis . <end>,les criminels devraient etre punies . 
 <start> tom called back . <end>, <start> tom a rappele . <end>,tom est revenu . 
 <start> he intended to marry her . <end>, <start> il avait l intention de l epouser . <end>,il avait l intention de l epouser . 
 <start> i just felt a little dizzy . that s all . <end>, <start> j ai juste senti que j avais un peu la tete qui tournait . c est tout . <end>,je me suis juste un peu sentie prise de vertiges . c est tout . 
 <start> he failed the entrance exam . <end>, <start> il rata l examen d entree . <end>,il a echoue a l examen d entree . 
 <start> he is riding a bicycle . <end>, <start> il est a velo . <end>,il est en train de faire du velo . 
 <start> the magician made birds appear and disappear . <end>, <start> la magicienne fit apparaitre puis disparaitre des oiseaux . <end>,le magicien fit apparaitre puis disparaitre des oiseaux . 
 <start> i am out of work . <end>, <start> je suis au chomage . <end>,je suis a court du travail . 
 <start> he made many excuses for being late . <end>, <start> il s est beaucoup excuse de son retard . <end>,il a fait de nombreux excuses pour son retard . 
 <start> he dedicated his life to medical work . <end>, <start> il a consacre sa vie a la medecine . <end>,il a consacre sa vie a la medecine . 
 <start> look again . <end>, <start> regardez a nouveau . <end>,regarde a nouveau . 
 <start> i m from singapore . <end>, <start> je suis de singapour . <end>,je suis de singapour . 
 <start> she ran outside half naked . <end>," <start> elle courut dehors , a moitie nue . <end>","elle a couru dehors , a moitie nue . "
 <start> the boy made a paper plane . <end>, <start> le garcon a confectionne un avion de papier . <end>,le garcon a confectionne un avion de papier . 
 <start> how many colors are there ? <end>, <start> combien il y a t il de couleurs ? <end>,combien y a t il de couleurs ? 
 <start> he kept me waiting for an hour . <end>, <start> il m a fait attendre pendant une heure . <end>,il m a fait attendre une heure . 
 <start> can you do it faster ? <end>, <start> arrives tu a le faire plus rapidement ? <end>,peux tu le faire plus vite ? 
 <start> he killed that man . <end>, <start> il a tue cet homme . <end>,il tua cet homme . 
 <start> it s just down the street on your left . <end>," <start> c est juste en descendant la rue , sur votre gauche . <end>",c est hors de la rue sur ta gauche . 
 <start> maybe tom was the one who stole mary s necklace . <end>, <start> peut etre est ce tom qui a vole le collier de mary . <end>,peut etre est ce tom qui a vole le collier de mary . 
 <start> she studied english in the morning . <end>, <start> elle etudiait l anglais le matin . <end>,elle a etudie l anglais pendant le matin . 
 <start> what s the matter with you ? <end>, <start> qu as tu ? <end>,qu as tu ? 
 <start> it s way past your bedtime . <end>, <start> l heure d aller te coucher est largement depassee . <end>,l heure d aller vous coucher est passee . 
 <start> the plane took off at . <end>, <start> l avion decolla a h . <end>,l avion a decolle a h . 
 <start> i m younger than i look . <end>, <start> je suis plus jeune que je n en ai l air . <end>,je suis plus jeune que moi . 
 <start> call a policeman . <end>, <start> appelle un agent ! <end>,appelle un policier ! 
 <start> we re going to be late again . <end>, <start> nous allons a nouveau etre en retard . <end>,nous allons etre en retard . 
 <start> did you like boston ? <end>, <start> as tu apprecie boston ? <end>,avez vous aime boston ? 
 <start> he said that i must go there . <end>, <start> il dit que je devrais aller la . <end>,il a dit que je dois aller la . 
 <start> how about going for a walk after lunch ? <end>, <start> pourquoi ne pas aller marcher apres dejeuner ? <end>,que dites vous d une promenade apres dejeuner ? 
 <start> you are too critical of others shortcomings . <end>, <start> tu es trop critique des defauts des autres . <end>,tu es trop critique des defauts des autres . 
 <start> i ve just finished breakfast . <end>, <start> je viens juste de finir mon petit dejeuner . <end>,je viens de terminer notre petit dejeuner . 
 <start> do you know the family ? <end>, <start> connaissez vous la famille ? <end>,connaissez vous la famille ? 
 <start> i m not your friend . <end>, <start> je ne suis pas ton ami . <end>,je ne suis pas votre amie . 
 <start> i needed to justify why i was earning such a large salary . <end>, <start> il a fallu que je justifie pourquoi je gagnais un salaire aussi eleve . <end>,j avais besoin de comprendre pourquoi je gagnais un salaire aussi eleve . 
 <start> i caught a glimpse of him as he turned the corner . <end>, <start> je l apercus tandis qu il tournait au coin . <end>,je l apercus tandis qu il tournait vers le coin . 
 <start> you deserve a present . <end>, <start> tu merites un cadeau . <end>,vous meritez un present . 
 <start> you came too late . <end>, <start> vous etes venue trop tard . <end>,tu es venu trop tard . 
 <start> can you crank up the heat ? <end>, <start> peux tu pousser le chauffage ? <end>,peux tu pousser le chauffage ? 
 <start> it went ok . <end>, <start> ca s est bien passe . <end>,ca s est bien passe . 
 <start> i can hear tom . <end>, <start> j arrive a entendre tom . <end>,je peux entendre tom . 
 <start> i figured you could use some help . <end>, <start> j ai pense que tu ne refuserais pas un coup de main . <end>,je me suis figuree que vous ne refuseriez pas d exercice . 
 <start> he has been sick in bed all week . <end>, <start> il est reste malade toute la semaine au lit . <end>,il est reste alite toute la semaine . 
 <start> how is your job search going ? <end>, <start> comment se passe ta recherche d emploi ? <end>,comment se deroule votre recherche d emploi ? 
 <start> are these your things ? <end>, <start> ces choses sont elles les votres ? <end>,sont ce vos affaires ? 
 <start> don t ignore her feelings . <end>, <start> prenez en compte ses sentiments . <end>,n en fais pas ses sentiments . 
 <start> tom wants to try it . <end>, <start> tom veut l essayer . <end>,tom veut l essayer . 
 <start> i m not going to let anything happen to you . <end>, <start> je ne vais rien laisser vous arriver . <end>,je ne vais rien laisser vous arriver . 
 <start> who left this mess in the toilet ? <end>, <start> qui a laisse ce bazar dans les toilettes ? <end>,qui a laisse ce bazar dans les toilettes ? 
 <start> when do you think he ll be back ? <end>, <start> quand pensez vous qu il va revenir ? <end>,quand penses tu qu il reviendra ? 
 <start> they kissed in the rain . <end>, <start> ils se sont embrasses sous la pluie . <end>,ils se sont embrasses . 
 <start> you can study here . <end>, <start> tu peux etudier ici . <end>,tu peux etudier ici . 
 <start> we re shocked . <end>, <start> nous sommes choques . <end>,nous sommes choques . 
 <start> the bible has it written like this . <end>, <start> c est ecrit ainsi dans la bible . <end>,c est ecrit ainsi . 
 <start> english cannot be mastered overnight . <end>, <start> on ne peut pas maitriser l anglais du jour au lendemain . <end>,on ne peut surveiller l anglais du jour au lendemain . 
 <start> don t you want to know where i was ? <end>, <start> ne veux tu pas savoir ou j etais ? <end>,ne veux tu pas savoir ou j etais ? 
 <start> do your homework now . <end>, <start> faites vos devoirs maintenant . <end>,fais tes devoirs maintenant . 
 <start> it seems he s still alive . <end>, <start> il semble qu il soit encore en vie . <end>,il semble qu il est encore en vie . 
 <start> i ve already rescheduled my appointment twice . <end>, <start> j ai deja reprogramme mon rendez vous deux fois . <end>,j ai deja reprogramme mon rendez vous deux fois . 
 <start> perhaps he ll never become famous . <end>, <start> peut etre qu il ne deviendra jamais celebre . <end>,peut etre ne deviendra t il jamais celebre . 
 <start> these flowers are dying . <end>, <start> ces fleurs se fanent . <end>,ces fleurs mourir . 
 <start> i know you feel lonely . <end>, <start> je sais que vous vous sentez seuls . <end>,je sais que tu te sens seule . 
 <start> what kind of fruit do you want ? <end>, <start> quelle sorte de fruit voulez vous ? <end>,quelle sorte de fruit voulez vous ? 
 <start> tom is an aspiring writer . <end>, <start> tom est un ecrivain en herbe . <end>,tom est un ecrivain en herbe . 
 <start> this is the best party i ve been to all year . <end>, <start> c est la meilleure fete a laquelle je suis alle de toute l annee . <end>,c est la meilleure fete de tous mes ans . 
 <start> that is sold at hardware stores . <end>, <start> c est vendu en quincaillerie . <end>,il est vendu a quincaillerie . 
 <start> tom made an exception . <end>, <start> tom fit une exception . <end>,tom a fait une exception . 
 <start> he may have told a lie . <end>, <start> il a peut etre menti . <end>,il a peut etre menti a un mensonge . 
 <start> we didn t want anybody to find us . <end>, <start> nous ne voulions pas que quiconque nous trouve . <end>,nous ne voulions pas que quiconque nous trouve . 
 <start> i will wait here until he comes back . <end>, <start> je vais attendre ici qu il revienne . <end>,j attendrai ici jusqu a ce qu il revienne . 
 <start> i assume your mission was a success . <end>, <start> je suppose que votre mission a ete une reussite . <end>,je suppose que votre mission a ete un succes . 
 <start> i called the cops . <end>, <start> j ai appele les flics . <end>,j ai appele les flics . 
 <start> would you be friends with me ? <end>, <start> voudrais tu etre ami avec moi ? <end>,serez vous amis avec moi ? 
 <start> where do you work now ? <end>, <start> ou travailles tu maintenant ? <end>,ou travaillez vous maintenant ? 
 <start> the only thing we have to fear is fear itself . <end>," <start> la seule chose a craindre , c est la crainte elle meme . <end>",la seule chose que nous devons la crainte elle meme . 
 <start> i d like tom to be happy . <end>, <start> j aimerais que tom soit heureux . <end>,j aimerais que tom soit heureux . 
 <start> who gave you this ? <end>, <start> qui vous a donne ca ? <end>,qui t a donne ca ? 
 <start> i want a jump rope with wooden handles . <end>, <start> je veux une corde a sauter avec des poignees en bois . <end>,je veux un devis de bois en bois . 
 <start> you should begin with easier questions . <end>, <start> tu devrais commencer par des questions plus simples . <end>,tu devrais commencer par des questions plus simples . 
 <start> i think you might need my help . <end>, <start> je pense qu il se pourrait que tu aies besoin de mon aide . <end>,je pense qu il se pourrait que vous ayez besoin de mon aide . 
 <start> she left the baby crying . <end>, <start> elle a laisse crier le bebe . <end>,elle a laisse crier le bebe . 
 <start> i became acquainted with your father yesterday . <end>," <start> j ai fait la connaissance de votre pere , hier . <end>",j ai fait la connaissance de ton pere hier . 
 <start> i d like to ask you about how to do that . <end>, <start> j aimerais vous demander comment faire cela . <end>,j aimerais vous demander comment le faire . 
 <start> this air conditioner consumes a lot of electricity . <end>, <start> cette climatisation consomme beaucoup d electricite . <end>,cette climatisation consomme beaucoup d electricite . 
 <start> i hope tom laughed at your jokes . <end>, <start> j espere que tom a ri a tes blagues . <end>,j espere que tom a ri a tes blagues . 
 <start> come along with me . <end>, <start> viens avec moi . <end>,venez avec moi . 
 <start> our daughter burned her finger with a match . <end>, <start> notre fille s est brule le doigt avec une allumette . <end>,notre fille a brule le doigt avec une allumette . 
 <start> she writes with her left hand . <end>, <start> elle ecrit de la main gauche . <end>,elle ecrit de la main gauche . 
 <start> give me a toothpick . <end>, <start> donne moi un cure dent . <end>,donne moi un coup ! 
 <start> i love baking . <end>, <start> j adore cuisiner . <end>,j adore cuisiner . 
 <start> that s peculiar . <end>, <start> c est etrange . <end>,c est etrange . 
